offense,offense_conference,defense,defense_conference,game_id,id,drive_number,scoring,start_period,start_yardline,start_yards_to_goal,start_time.minutes,start_time.seconds,end_period,end_yardline,end_yards_to_goal,end_time.minutes,end_time.seconds,elapsed.minutes,elapsed.seconds,plays,yards,drive_result,is_home_offense,start_offense_score,start_defense_score,end_offense_score,end_defense_score
Michigan State,Big Ten,Iowa,Big Ten,401247313,40124731312,12,false,2,92,92,5,57,2,31,31,3,52,2,5,5,61,MISSED FG,false,0,21,0,21
Iowa,Big Ten,Michigan State,Big Ten,401247313,40124731313,13,false,2,31,69,3,52,2,29,71,2,55,0,57,3,-2,PUNT,true,21,0,21,0
Michigan State,Big Ten,Iowa,Big Ten,401247313,40124731314,14,true,2,90,90,2,55,2,92,92,1,57,0,58,3,-2,PUNT TD,false,0,21,0,28
Michigan State,Big Ten,Iowa,Big Ten,401247313,40124731315,15,true,2,75,75,1,57,2,64,64,1,30,0,27,3,11,INT TD,false,0,28,0,35
Michigan State,Big Ten,Iowa,Big Ten,401247313,40124731316,16,false,2,70,70,1,30,2,77,77,1,2,0,28,3,-7,PUNT,false,0,35,0,35
Iowa,Big Ten,Michigan State,Big Ten,401247313,40124731317,17,false,2,33,67,1,2,2,33,67,0,0,1,2,2,0,END OF HALF,true,35,0,35,0
Michigan State,Big Ten,Iowa,Big Ten,401247313,40124731318,18,true,3,75,75,15,0,3,0,0,10,6,4,54,12,75,TD,false,0,35,7,35
Iowa,Big Ten,Michigan State,Big Ten,401247313,40124731319,19,true,3,25,75,10,6,3,100,0,8,47,1,19,4,75,TD,true,35,7,42,7
Michigan State,Big Ten,Iowa,Big Ten,401247313,40124731320,20,false,3,77,77,8,47,3,79,79,7,50,0,57,3,-2,PUNT,false,7,42,7,42
Iowa,Big Ten,Michigan State,Big Ten,401247313,40124731321,21,false,3,41,59,7,50,3,48,52,6,18,1,32,3,7,PUNT,true,42,7,42,7
Michigan State,Big Ten,Iowa,Big Ten,401247313,40124731322,22,false,3,94,94,6,18,3,92,92,5,22,0,56,3,2,PUNT,false,7,42,7,42
Iowa,Big Ten,Michigan State,Big Ten,401247313,40124731323,23,false,3,41,59,5,22,3,60,40,4,2,1,20,4,19,PUNT,true,42,7,42,7
Michigan State,Big Ten,Iowa,Big Ten,401247313,40124731324,24,false,3,89,89,4,2,3,66,66,1,34,2,28,5,23,PUNT,false,7,42,7,42
Iowa,Big Ten,Michigan State,Big Ten,401247313,40124731325,25,false,3,30,70,1,34,4,58,42,14,44,1,50,4,28,PUNT,true,42,7,42,7
Michigan State,Big Ten,Iowa,Big Ten,401247313,40124731326,26,false,4,96,96,14,44,4,88,88,13,27,1,17,3,8,PUNT,false,7,42,7,42
Iowa,Big Ten,Michigan State,Big Ten,401247313,40124731327,27,true,4,55,45,13,27,4,100,0,11,57,1,30,3,45,TD,true,42,7,49,7
Michigan State,Big Ten,Iowa,Big Ten,401247313,40124731328,28,false,4,75,75,11,57,4,43,43,9,29,2,28,7,32,PUNT,false,7,49,7,49
Iowa,Big Ten,Michigan State,Big Ten,401247313,40124731329,29,false,4,10,90,9,29,4,16,84,8,0,1,29,3,6,PUNT,true,49,7,49,7
Michigan State,Big Ten,Iowa,Big Ten,401247313,40124731330,30,false,4,64,64,8,0,4,56,56,6,11,1,49,4,8,DOWNS,false,7,49,7,49
Iowa,Big Ten,Michigan State,Big Ten,401247313,40124731331,31,false,4,56,44,6,11,4,92,8,0,0,5,41,10,36,Uncategorized,true,49,7,49,7
Iowa,Big Ten,Minnesota,Big Ten,401247317,4012473171,1,false,1,75,75,15,0,1,49,49,11,34,3,26,7,26,PUNT,false,0,0,0,0
Minnesota,Big Ten,Iowa,Big Ten,401247317,4012473172,2,false,1,5,95,11,34,1,24,76,8,46,2,48,6,19,PUNT,true,0,0,0,0
Iowa,Big Ten,Minnesota,Big Ten,401247317,4012473173,3,true,1,64,64,8,46,1,0,0,5,42,3,4,7,64,TD,false,0,0,7,0
Minnesota,Big Ten,Iowa,Big Ten,401247317,4012473174,4,false,1,10,90,5,42,1,47,53,1,46,3,56,6,37,PUNT,true,0,7,0,7
Iowa,Big Ten,Minnesota,Big Ten,401247317,4012473175,5,false,1,85,85,1,46,1,78,78,1,1,0,45,2,7,INT,false,7,0,7,0
Minnesota,Big Ten,Iowa,Big Ten,401247317,4012473176,6,false,1,45,55,1,1,2,59,41,13,56,2,5,6,14,PUNT,true,0,7,0,7
Iowa,Big Ten,Minnesota,Big Ten,401247317,4012473177,7,true,2,85,85,13,56,2,0,0,8,31,5,25,12,85,TD,false,7,0,14,0
Minnesota,Big Ten,Iowa,Big Ten,401247317,4012473178,8,false,2,15,85,8,31,2,21,79,6,13,2,18,3,6,PUNT,true,0,14,0,14
Iowa,Big Ten,Minnesota,Big Ten,401247317,4012473179,9,false,2,59,59,6,13,2,45,45,2,25,3,48,7,14,PUNT,false,14,0,14,0
Minnesota,Big Ten,Iowa,Big Ten,401247317,40124731710,10,false,2,11,89,2,25,2,28,72,1,35,0,50,3,17,INT,true,0,14,0,14
Iowa,Big Ten,Minnesota,Big Ten,401247317,40124731711,11,false,2,26,26,1,35,2,32,32,0,30,1,5,4,-6,MISSED FG,false,14,0,14,0
Minnesota,Big Ten,Iowa,Big Ten,401247317,40124731712,12,false,2,32,68,0,30,2,49,51,0,0,0,30,6,17,DOWNS,true,0,14,0,14
Minnesota,Big Ten,Iowa,Big Ten,401247317,40124731714,13,false,3,21,79,15,0,3,18,82,12,47,2,13,3,-3,PUNT,true,0,14,0,14
Iowa,Big Ten,Minnesota,Big Ten,401247317,40124731715,14,false,3,62,62,12,47,3,60,60,11,45,1,2,3,2,PUNT,false,14,0,14,0
Minnesota,Big Ten,Iowa,Big Ten,401247317,40124731716,15,false,3,5,95,11,45,3,79,21,0,49,10,56,17,74,MISSED FG,true,0,14,0,14
Iowa,Big Ten,Minnesota,Big Ten,401247317,40124731717,16,true,3,80,80,0,49,4,0,0,13,12,2,37,5,79,TD,false,14,0,20,0
Minnesota,Big Ten,Iowa,Big Ten,401247317,40124731718,17,false,4,25,75,13,12,4,80,20,9,57,3,15,6,55,INT,true,0,20,0,20
Iowa,Big Ten,Minnesota,Big Ten,401247317,40124731719,18,true,4,36,36,9,57,4,0,0,8,56,1,1,3,36,TD,false,20,0,28,0
Minnesota,Big Ten,Iowa,Big Ten,401247317,40124731720,19,false,4,25,75,8,56,4,16,84,8,0,0,56,3,-9,PUNT,true,0,28,0,28
Iowa,Big Ten,Minnesota,Big Ten,401247317,40124731721,20,true,4,51,51,8,0,4,0,0,6,37,1,23,3,51,TD,false,28,0,35,0
Minnesota,Big Ten,Iowa,Big Ten,401247317,40124731722,21,true,4,25,75,6,37,4,100,0,0,14,6,23,15,75,TD,true,0,35,7,35
Iowa,Big Ten,Minnesota,Big Ten,401247317,40124731723,22,false,4,66,66,0,14,4,66,66,0,0,0,0,0,0,Uncategorized,false,35,7,35,7
Penn State,Big Ten,Iowa,Big Ten,401247327,4012473271,1,false,1,25,75,15,0,1,36,64,11,45,0,0,6,11,PUNT,true,0,0,0,0
Iowa,Big Ten,Penn State,Big Ten,401247327,4012473272,2,true,1,78,78,11,45,1,23,23,8,23,3,22,9,55,FG,false,0,0,3,0
Penn State,Big Ten,Iowa,Big Ten,401247327,4012473273,3,true,1,25,75,8,23,1,100,0,2,12,6,11,14,75,TD,true,0,3,7,3
Iowa,Big Ten,Penn State,Big Ten,401247327,4012473274,4,true,1,75,75,2,12,2,0,0,14,35,2,37,6,75,TD,false,3,7,10,7
Penn State,Big Ten,Iowa,Big Ten,401247327,4012473275,5,false,2,25,75,14,35,2,29,71,13,14,0,0,3,4,PUNT,true,7,10,7,10
Iowa,Big Ten,Penn State,Big Ten,401247327,4012473276,6,false,2,77,77,13,14,2,76,76,11,42,1,32,3,1,PUNT,false,10,7,10,7
Penn State,Big Ten,Iowa,Big Ten,401247327,4012473277,7,false,2,29,71,11,42,2,41,59,9,58,0,0,4,12,FUMBLE,true,7,10,7,10
Iowa,Big Ten,Penn State,Big Ten,401247327,4012473278,8,true,2,41,41,9,58,2,0,0,6,34,3,24,8,41,TD,false,10,7,17,7
Penn State,Big Ten,Iowa,Big Ten,401247327,4012473279,9,false,2,25,75,6,34,2,60,40,4,16,0,0,6,35,DOWNS,true,7,17,7,17
Iowa,Big Ten,Penn State,Big Ten,401247327,40124732710,10,false,2,60,60,4,16,2,73,73,2,39,0,0,3,-13,PUNT,false,17,7,17,7
Penn State,Big Ten,Iowa,Big Ten,401247327,40124732711,11,false,2,29,71,2,39,2,49,51,0,53,0,0,6,20,DOWNS,true,7,17,7,17
Iowa,Big Ten,Penn State,Big Ten,401247327,40124732712,12,true,2,49,49,0,53,2,0,0,0,11,0,42,7,49,TD,false,17,7,24,7
Penn State,Big Ten,Iowa,Big Ten,401247327,40124732713,13,false,2,21,79,0,7,2,20,80,0,0,0,7,1,-1,END OF HALF,true,7,24,7,24
Iowa,Big Ten,Penn State,Big Ten,401247327,40124732714,14,false,3,75,75,15,0,3,91,91,13,8,1,52,3,-16,PUNT,false,24,7,24,7
Penn State,Big Ten,Iowa,Big Ten,401247327,40124732715,15,false,3,60,40,13,8,3,54,46,12,58,0,0,1,-6,FUMBLE,true,7,24,7,24
Iowa,Big Ten,Penn State,Big Ten,401247327,40124732716,16,true,3,54,54,12,58,3,0,0,6,45,6,13,12,54,TD,false,24,7,31,7
Penn State,Big Ten,Iowa,Big Ten,401247327,40124732717,17,false,3,25,75,6,45,3,26,74,4,49,1,56,3,1,PUNT,true,7,31,7,31
Iowa,Big Ten,Penn State,Big Ten,401247327,40124732718,18,false,3,88,88,4,49,3,70,70,4,9,0,0,2,18,FUMBLE,false,31,7,31,7
Penn State,Big Ten,Iowa,Big Ten,401247327,40124732719,19,true,3,72,28,4,9,3,100,0,4,1,0,8,1,28,TD,true,13,31,13,31
Iowa,Big Ten,Penn State,Big Ten,401247327,40124732720,20,false,3,75,75,4,1,3,32,32,0,18,3,43,9,43,MISSED FG,false,31,13,31,13
Penn State,Big Ten,Iowa,Big Ten,401247327,40124732721,21,true,3,32,68,0,18,3,100,0,0,7,0,11,1,68,TD,true,21,31,21,31
Iowa,Big Ten,Penn State,Big Ten,401247327,40124732722,22,false,3,75,75,0,0,3,52,52,0,0,0,0,6,23,PUNT,false,31,21,31,21
Penn State,Big Ten,Iowa,Big Ten,401247327,40124732723,23,false,4,10,90,11,53,4,23,77,9,42,0,0,5,13,INT,true,21,31,21,31
Iowa,Big Ten,Penn State,Big Ten,401247327,40124732724,24,true,4,23,23,9,42,4,6,6,7,14,2,28,6,17,FG,false,31,21,34,21
Penn State,Big Ten,Iowa,Big Ten,401247327,40124732725,25,false,4,25,75,7,14,4,43,57,3,19,0,0,9,18,PUNT,true,21,34,21,34
Iowa,Big Ten,Penn State,Big Ten,401247327,40124732726,26,false,4,87,87,3,19,4,83,83,2,53,0,0,3,4,PUNT,false,34,21,34,21
Penn State,Big Ten,Iowa,Big Ten,401247327,40124732727,27,true,4,57,43,2,53,4,74,26,1,58,0,55,4,17,INT TD,true,21,34,21,41
Penn State,Big Ten,Iowa,Big Ten,401247327,40124732729,28,false,4,25,75,1,58,4,72,28,0,0,1,58,9,47,END OF GAME,true,21,41,21,41
Iowa,Big Ten,Nebraska,Big Ten,401247332,4012473321,1,true,1,32,68,15,0,1,86,14,12,6,2,54,7,54,FG,true,0,0,3,0
Nebraska,Big Ten,Iowa,Big Ten,401247332,4012473322,2,false,1,75,75,12,6,1,75,75,9,53,2,13,4,0,PUNT,false,0,3,0,3
Iowa,Big Ten,Nebraska,Big Ten,401247332,4012473323,3,false,1,44,56,9,53,1,63,37,7,8,0,0,6,19,PUNT,true,3,0,3,0
Nebraska,Big Ten,Iowa,Big Ten,401247332,4012473324,4,false,1,98,98,7,8,1,65,65,4,2,0,0,6,33,PUNT,false,0,3,0,3
Iowa,Big Ten,Nebraska,Big Ten,401247332,4012473325,5,true,1,54,46,4,2,1,100,0,1,9,2,53,6,46,TD,true,3,0,10,0
Nebraska,Big Ten,Iowa,Big Ten,401247332,4012473326,6,true,1,75,75,1,9,2,13,13,12,35,3,34,11,62,FG,false,0,10,3,10
Iowa,Big Ten,Nebraska,Big Ten,401247332,4012473327,7,false,2,30,70,12,35,2,29,71,11,44,0,51,3,-1,INT,true,10,3,10,3
Nebraska,Big Ten,Iowa,Big Ten,401247332,4012473328,8,true,2,42,42,11,44,2,20,20,9,42,2,2,6,22,FG,false,3,10,6,10
Iowa,Big Ten,Nebraska,Big Ten,401247332,4012473329,9,true,2,30,70,9,42,2,85,15,3,48,5,54,12,55,FG,true,10,6,13,6
Nebraska,Big Ten,Iowa,Big Ten,401247332,40124733210,10,true,2,75,75,3,48,2,0,0,0,29,3,19,11,75,TD,false,6,13,13,13
Iowa,Big Ten,Nebraska,Big Ten,401247332,40124733211,11,false,2,31,69,0,29,2,42,58,0,0,0,29,4,11,END OF HALF,true,13,13,13,13
Nebraska,Big Ten,Iowa,Big Ten,401247332,40124733212,12,true,3,70,70,15,0,3,0,0,12,5,2,55,8,70,TD,false,13,13,20,13
Iowa,Big Ten,Nebraska,Big Ten,401247332,40124733213,13,true,3,34,66,12,5,3,100,0,5,47,6,18,14,66,TD,true,13,20,20,20
Nebraska,Big Ten,Iowa,Big Ten,401247332,40124733214,14,false,3,79,79,5,47,3,75,75,3,58,1,49,3,4,PUNT,false,20,20,20,20
Iowa,Big Ten,Nebraska,Big Ten,401247332,40124733215,15,true,3,40,60,3,58,4,70,30,14,55,4,3,8,30,FG,true,20,20,23,20
Nebraska,Big Ten,Iowa,Big Ten,401247332,40124733216,16,false,4,75,75,14,55,4,45,45,11,45,0,0,6,30,PUNT,false,20,23,20,23
Iowa,Big Ten,Nebraska,Big Ten,401247332,40124733217,17,false,4,13,87,11,45,4,19,81,10,15,0,0,3,6,PUNT,true,23,20,23,20
Iowa,Big Ten,Nebraska,Big Ten,401247332,40124733219,18,true,4,62,38,10,15,4,81,19,8,21,1,54,6,19,FG,true,23,20,26,20
Nebraska,Big Ten,Iowa,Big Ten,401247332,40124733220,19,false,4,79,79,8,21,4,72,72,5,37,0,0,6,7,PUNT,false,20,26,20,26
Iowa,Big Ten,Nebraska,Big Ten,401247332,40124733221,20,false,4,35,65,5,37,4,68,32,2,2,3,35,8,33,MISSED FG,true,26,20,26,20
Nebraska,Big Ten,Iowa,Big Ten,401247332,40124733222,21,false,4,68,68,2,2,4,48,48,1,18,0,44,4,20,FUMBLE,false,20,26,20,26
Iowa,Big Ten,Nebraska,Big Ten,401247332,40124733223,22,false,4,48,52,1,18,4,42,58,0,0,1,18,3,-6,END OF GAME,true,26,20,26,20
Iowa,Big Ten,Illinois,Big Ten,401247337,4012473371,1,false,1,85,85,15,0,1,80,80,12,42,2,18,3,5,PUNT,false,0,0,0,0
Illinois,Big Ten,Iowa,Big Ten,401247337,4012473372,2,true,1,30,70,12,42,1,100,0,8,10,4,32,9,70,TD,true,0,0,7,0
Iowa,Big Ten,Illinois,Big Ten,401247337,4012473373,3,false,1,92,92,8,10,1,94,94,6,44,1,26,3,-2,PUNT,false,0,7,0,7
Illinois,Big Ten,Iowa,Big Ten,401247337,4012473374,4,false,1,52,48,6,44,1,55,45,4,49,1,55,3,3,PUNT,true,7,0,7,0
Iowa,Big Ten,Illinois,Big Ten,401247337,4012473375,5,false,1,89,89,4,49,1,64,64,1,54,2,55,6,25,PUNT,false,0,7,0,7
Illinois,Big Ten,Iowa,Big Ten,401247337,4012473376,6,true,1,25,75,1,54,2,100,0,13,30,3,24,8,75,TD,true,7,0,14,0
Iowa,Big Ten,Illinois,Big Ten,401247337,4012473377,7,false,2,75,75,13,30,2,58,58,11,51,1,39,4,17,PUNT,false,0,14,0,14
Illinois,Big Ten,Iowa,Big Ten,401247337,4012473378,8,false,2,13,87,11,51,2,17,83,9,53,1,58,3,4,FUMBLE,true,14,0,14,0
Iowa,Big Ten,Illinois,Big Ten,401247337,4012473379,9,true,2,52,52,9,53,2,0,0,6,18,3,35,8,52,TD,false,0,14,7,14
Illinois,Big Ten,Iowa,Big Ten,401247337,40124733710,10,false,2,25,75,6,18,2,17,83,5,10,1,8,3,-8,PUNT,true,14,7,14,7
Iowa,Big Ten,Illinois,Big Ten,401247337,40124733711,11,true,2,54,54,5,10,2,22,22,2,54,2,16,6,32,FG,false,7,14,10,14
Illinois,Big Ten,Iowa,Big Ten,401247337,40124733712,12,false,2,25,75,2,54,2,31,69,1,29,1,25,3,6,PUNT,true,14,10,14,10
Iowa,Big Ten,Illinois,Big Ten,401247337,40124733713,13,true,2,53,53,1,29,2,9,9,0,14,1,15,8,44,FG,false,10,14,13,14
Illinois,Big Ten,Iowa,Big Ten,401247337,40124733714,14,false,2,25,75,0,14,2,23,77,0,0,0,14,1,-2,END OF HALF,true,14,13,14,13
Illinois,Big Ten,Iowa,Big Ten,401247337,40124733715,15,false,3,18,82,15,0,3,36,64,12,59,2,1,5,18,PUNT,true,14,13,14,13
Iowa,Big Ten,Illinois,Big Ten,401247337,40124733716,16,true,3,70,70,12,59,3,0,0,8,24,4,35,9,70,TD,false,13,14,21,14
Illinois,Big Ten,Iowa,Big Ten,401247337,40124733717,17,false,3,21,79,8,24,3,44,56,4,48,3,36,9,23,PUNT,true,14,21,14,21
Iowa,Big Ten,Illinois,Big Ten,401247337,40124733718,18,false,3,84,84,4,48,3,36,36,1,5,3,43,8,48,PUNT,false,21,14,21,14
Illinois,Big Ten,Iowa,Big Ten,401247337,40124733719,19,false,3,6,94,1,5,4,12,88,13,32,2,33,4,6,PUNT,true,14,21,14,21
Iowa,Big Ten,Illinois,Big Ten,401247337,40124733720,20,true,4,32,32,13,32,4,0,0,12,40,0,52,2,32,TD,false,21,14,28,14
