offense,offense_conference,defense,defense_conference,game_id,id,drive_number,scoring,start_period,start_yardline,start_yards_to_goal,start_time.minutes,start_time.seconds,end_period,end_yardline,end_yards_to_goal,end_time.minutes,end_time.seconds,elapsed.minutes,elapsed.seconds,plays,yards,drive_result,is_home_offense,start_offense_score,start_defense_score,end_offense_score,end_defense_score
Iowa,Big Ten,Kentucky,SEC,401442017,4014420176,6,false,1,48,48,0,44,2,45,45,14,46,0,58,3,3,PUNT,false,0,0,0,0
Kentucky,SEC,Iowa,Big Ten,401442017,4014420177,7,false,2,7,93,14,46,2,8,92,13,2,1,44,3,1,PUNT,true,0,0,0,0
Iowa,Big Ten,Kentucky,SEC,401442017,4014420178,8,true,2,42,42,13,2,2,0,0,12,8,0,54,2,42,TD,false,0,0,7,0
Kentucky,SEC,Iowa,Big Ten,401442017,4014420179,9,true,2,35,65,12,8,2,35,65,11,57,0,11,1,0,INT TD,true,0,7,0,14
Kentucky,SEC,Iowa,Big Ten,401442017,40144201710,10,false,2,25,75,11,57,2,38,62,9,8,2,49,5,13,PUNT,true,0,14,0,14
Iowa,Big Ten,Kentucky,SEC,401442017,40144201711,11,false,2,81,81,9,8,2,72,72,7,30,1,38,3,9,PUNT,false,14,0,14,0
Kentucky,SEC,Iowa,Big Ten,401442017,40144201712,12,false,2,21,79,7,30,2,32,68,3,44,3,46,6,11,PUNT,true,0,14,0,14
Iowa,Big Ten,Kentucky,SEC,401442017,40144201713,13,false,2,58,58,3,44,2,53,53,1,58,1,46,3,5,PUNT,false,14,0,14,0
Kentucky,SEC,Iowa,Big Ten,401442017,40144201714,14,true,2,7,93,1,58,2,7,93,1,36,0,22,3,0,INT TD,true,0,14,0,21
Kentucky,SEC,Iowa,Big Ten,401442017,40144201715,15,false,2,16,84,1,36,2,40,60,0,5,1,31,5,24,PUNT,true,0,21,0,21
Iowa,Big Ten,Kentucky,SEC,401442017,40144201716,16,false,2,78,78,0,5,2,68,68,0,0,0,5,1,10,END OF HALF,false,21,0,21,0
Iowa,Big Ten,Kentucky,SEC,401442017,40144201717,17,false,3,75,75,15,0,3,66,66,13,23,1,37,3,9,PUNT,false,21,0,21,0
Kentucky,SEC,Iowa,Big Ten,401442017,40144201718,18,false,3,15,85,13,23,3,13,87,11,43,1,40,3,-2,PUNT,true,0,21,0,21
Iowa,Big Ten,Kentucky,SEC,401442017,40144201719,19,false,3,55,55,11,43,3,59,59,9,4,2,39,3,-4,PUNT,false,21,0,21,0
Kentucky,SEC,Iowa,Big Ten,401442017,40144201720,20,false,3,9,91,9,4,3,45,55,4,19,4,45,9,36,PUNT,true,0,21,0,21
Iowa,Big Ten,Kentucky,SEC,401442017,40144201721,21,false,3,84,84,4,19,3,80,80,2,35,1,44,3,4,PUNT,false,21,0,21,0
Kentucky,SEC,Iowa,Big Ten,401442017,40144201722,22,false,3,52,48,2,35,4,64,36,14,10,3,25,8,12,DOWNS,true,0,21,0,21
Iowa,Big Ten,Kentucky,SEC,401442017,40144201723,23,false,4,64,64,14,10,4,56,56,12,1,2,9,3,8,PUNT,false,21,0,21,0
Kentucky,SEC,Iowa,Big Ten,401442017,40144201724,24,false,4,15,85,12,1,4,21,79,9,39,2,22,4,6,PUNT,true,0,21,0,21
Iowa,Big Ten,Kentucky,SEC,401442017,40144201725,25,false,4,72,72,9,39,4,28,28,5,53,3,46,8,44,DOWNS,false,21,0,21,0
Kentucky,SEC,Iowa,Big Ten,401442017,40144201726,26,false,4,28,72,5,53,4,52,48,2,22,3,31,8,22,DOWNS,true,0,21,0,21
Iowa,Big Ten,Kentucky,SEC,401442017,40144201727,27,false,4,50,50,2,22,4,74,74,0,0,1,42,6,24,Uncategorized,false,21,0,21,0
