offense,offense_conference,defense,defense_conference,game_id,id,drive_number,scoring,start_period,start_yardline,start_yards_to_goal,start_time.minutes,start_time.seconds,end_period,end_yardline,end_yards_to_goal,end_time.minutes,end_time.seconds,elapsed.minutes,elapsed.seconds,plays,yards,drive_result,is_home_offense,start_offense_score,start_defense_score,end_offense_score,end_defense_score
Iowa,Big Ten,Indiana,Big Ten,401012856,4010128568,8,true,2,38,38,12,17,2,0,0,10,3,2,14,4,38,TD,false,14,10,21,10
Indiana,Big Ten,Iowa,Big Ten,401012856,4010128569,9,false,2,25,75,10,3,2,12,88,7,39,2,24,5,0,DOWNS,true,10,21,10,21
Indiana,Big Ten,Iowa,Big Ten,401012856,40101285610,10,false,2,90,10,7,30,2,12,88,3,20,4,10,6,0,DOWNS,true,10,21,10,21
Iowa,Big Ten,Indiana,Big Ten,401012856,40101285611,11,false,2,40,40,3,20,2,0,0,0,41,2,39,8,0,TD,false,21,10,21,10
Indiana,Big Ten,Iowa,Big Ten,401012856,40101285612,12,false,2,72,28,0,41,2,51,49,0,0,0,41,5,6,END OF HALF,true,10,21,10,21
Iowa,Big Ten,Indiana,Big Ten,401012856,40101285613,13,true,3,63,63,15,0,3,0,0,12,3,2,57,7,63,TD,false,21,10,28,10
Indiana,Big Ten,Iowa,Big Ten,401012856,40101285614,14,false,3,25,75,12,3,3,28,72,10,48,1,15,3,3,PUNT,true,10,28,10,28
Iowa,Big Ten,Indiana,Big Ten,401012856,40101285615,15,true,3,61,61,10,48,3,0,0,9,19,1,29,3,61,TD,false,28,10,35,10
Indiana,Big Ten,Iowa,Big Ten,401012856,40101285616,16,true,3,25,75,9,19,3,100,0,5,55,3,24,8,75,TD,true,10,35,16,35
Iowa,Big Ten,Indiana,Big Ten,401012856,40101285617,17,false,3,55,55,5,55,3,46,46,2,4,3,51,4,9,PUNT,false,35,16,35,16
Indiana,Big Ten,Iowa,Big Ten,401012856,40101285618,18,false,3,20,80,2,4,4,94,6,13,22,3,42,11,74,INT,true,16,35,16,35
Iowa,Big Ten,Indiana,Big Ten,401012856,40101285619,19,true,4,80,80,13,22,4,0,0,9,23,3,59,9,80,TD,false,35,16,42,16
Indiana,Big Ten,Iowa,Big Ten,401012856,40101285620,20,false,4,20,80,9,23,4,80,20,3,56,5,27,12,60,INT,true,16,42,16,42
Iowa,Big Ten,Indiana,Big Ten,401012856,40101285621,21,false,4,81,81,3,56,4,60,60,0,0,3,56,7,21,END OF GAME,false,42,16,42,16
Iowa,Big Ten,Northern Illinois,Mid-American,401012862,4010128621,1,false,1,29,71,15,0,1,33,67,14,2,0,58,3,4,PUNT,true,0,0,0,0
Northern Illinois,Mid-American,Iowa,Big Ten,401012862,4010128622,2,false,1,23,23,14,2,1,16,16,12,58,1,4,4,7,MISSED FG,false,0,0,0,0
Iowa,Big Ten,Northern Illinois,Mid-American,401012862,4010128623,3,false,1,20,80,12,58,1,23,77,11,30,1,28,3,3,PUNT,true,0,0,0,0
Northern Illinois,Mid-American,Iowa,Big Ten,401012862,4010128624,4,false,1,78,78,11,30,1,64,64,9,21,2,9,4,14,PUNT,false,0,0,0,0
Iowa,Big Ten,Northern Illinois,Mid-American,401012862,4010128625,5,false,1,23,77,9,21,1,61,39,4,38,4,43,10,38,INT,true,0,0,0,0
Northern Illinois,Mid-American,Iowa,Big Ten,401012862,4010128626,6,false,1,93,93,4,38,1,45,45,0,39,3,59,10,48,DOWNS,false,0,0,0,0
Iowa,Big Ten,Northern Illinois,Mid-American,401012862,4010128627,7,true,1,45,55,0,39,2,85,15,12,20,3,19,7,40,FG,true,0,0,3,0
Northern Illinois,Mid-American,Iowa,Big Ten,401012862,4010128628,8,false,2,75,75,12,20,2,59,59,9,16,3,4,6,16,PUNT,false,0,3,0,3
Iowa,Big Ten,Northern Illinois,Mid-American,401012862,4010128629,9,false,2,13,87,9,16,2,61,39,3,49,5,27,11,48,DOWNS,true,3,0,3,0
Northern Illinois,Mid-American,Iowa,Big Ten,401012862,40101286210,10,false,2,55,55,3,49,2,23,23,1,26,2,23,6,38,INT,false,0,3,0,3
Iowa,Big Ten,Northern Illinois,Mid-American,401012862,40101286211,11,false,2,4,96,1,26,2,11,89,0,23,1,3,3,7,PUNT,true,3,0,3,0
Northern Illinois,Mid-American,Iowa,Big Ten,401012862,40101286212,12,false,2,45,45,0,23,2,32,32,0,2,0,21,4,13,MISSED FG,false,0,3,0,3
Iowa,Big Ten,Northern Illinois,Mid-American,401012862,40101286213,13,false,2,32,68,0,2,2,29,71,0,0,0,2,1,-3,END OF HALF,true,3,0,3,0
Northern Illinois,Mid-American,Iowa,Big Ten,401012862,40101286214,14,false,3,65,65,15,0,3,56,56,13,51,1,9,3,9,PUNT,false,0,3,0,3
Iowa,Big Ten,Northern Illinois,Mid-American,401012862,40101286215,15,false,3,17,83,13,51,3,23,77,12,26,1,25,3,6,PUNT,true,3,0,3,0
Northern Illinois,Mid-American,Iowa,Big Ten,401012862,40101286216,16,false,3,80,80,12,26,3,73,73,11,33,0,53,3,7,PUNT,false,0,3,0,3
Iowa,Big Ten,Northern Illinois,Mid-American,401012862,40101286217,17,true,3,42,58,11,33,3,100,0,7,20,4,13,7,58,TD,true,3,0,10,0
Northern Illinois,Mid-American,Iowa,Big Ten,401012862,40101286218,18,false,3,72,72,7,20,3,91,91,5,2,2,18,3,-19,PUNT,false,0,10,0,10
Iowa,Big Ten,Northern Illinois,Mid-American,401012862,40101286219,19,true,3,54,46,5,2,3,100,0,2,41,2,21,5,46,TD,true,10,0,17,0
Northern Illinois,Mid-American,Iowa,Big Ten,401012862,40101286220,20,false,3,75,75,2,41,3,74,74,0,47,1,54,5,1,FUMBLE,false,0,17,0,17
Iowa,Big Ten,Northern Illinois,Mid-American,401012862,40101286221,21,true,3,74,26,0,47,4,100,0,13,2,2,45,6,26,TD,true,17,0,24,0
Northern Illinois,Mid-American,Iowa,Big Ten,401012862,40101286222,22,false,4,75,75,13,2,4,71,71,12,15,0,47,3,4,PUNT,false,0,24,0,24
Iowa,Big Ten,Northern Illinois,Mid-American,401012862,40101286223,23,false,4,24,76,12,15,4,30,70,8,33,3,42,6,6,PUNT,true,24,0,24,0
Northern Illinois,Mid-American,Iowa,Big Ten,401012862,40101286224,24,true,4,99,99,8,33,4,100,100,7,59,0,34,2,-1,SF,false,0,24,0,26
Iowa,Big Ten,Northern Illinois,Mid-American,401012862,40101286225,25,true,4,65,35,7,59,4,100,0,6,52,1,7,3,35,TD,true,26,0,33,0
Northern Illinois,Mid-American,Iowa,Big Ten,401012862,40101286226,26,true,4,75,75,6,52,4,0,0,2,12,4,40,11,75,TD,false,0,32,7,33
Iowa,Big Ten,Northern Illinois,Mid-American,401012862,40101286227,27,false,4,25,75,2,12,4,48,52,0,0,2,12,6,23,END OF GAME,true,33,7,33,7
Iowa,Big Ten,Iowa State,Big 12,401012863,4010128631,1,false,1,25,75,15,0,1,31,69,13,31,1,29,3,6,PUNT,true,0,0,0,0
Iowa State,Big 12,Iowa,Big Ten,401012863,4010128632,2,true,1,72,72,13,31,1,6,6,6,42,6,49,13,66,FG,false,0,0,3,0
Iowa,Big Ten,Iowa State,Big 12,401012863,4010128633,3,false,1,25,75,6,42,1,34,66,3,22,3,20,6,9,PUNT,true,0,3,0,3
Iowa State,Big 12,Iowa,Big Ten,401012863,4010128634,4,false,1,85,85,3,22,1,93,93,2,8,1,14,3,-8,PUNT,false,3,0,3,0
Iowa,Big Ten,Iowa State,Big 12,401012863,4010128635,5,false,1,79,21,2,8,1,80,20,1,3,1,5,4,1,MISSED FG,true,0,3,0,3
Iowa State,Big 12,Iowa,Big Ten,401012863,4010128636,6,false,1,80,80,1,3,2,66,66,14,7,1,56,4,14,PUNT,false,3,0,3,0
Iowa,Big Ten,Iowa State,Big 12,401012863,4010128637,7,false,2,29,71,14,7,2,67,33,9,46,4,21,8,38,PUNT,true,0,3,0,3
Iowa State,Big 12,Iowa,Big Ten,401012863,4010128638,8,false,2,92,92,9,46,2,85,85,7,34,2,12,3,7,PUNT,false,3,0,3,0
Iowa,Big Ten,Iowa State,Big 12,401012863,4010128639,9,true,2,72,28,7,34,2,87,13,5,18,2,16,6,15,FG,true,0,3,3,3
Iowa State,Big 12,Iowa,Big Ten,401012863,40101286310,10,false,2,75,75,5,18,2,64,64,1,25,3,53,6,11,PUNT,false,3,3,3,3
Iowa,Big Ten,Iowa State,Big 12,401012863,40101286311,11,false,2,6,94,1,25,2,15,85,0,0,1,25,3,9,END OF HALF,true,3,3,3,3
Iowa State,Big 12,Iowa,Big Ten,401012863,40101286312,12,false,3,75,75,15,0,3,69,69,13,27,1,33,3,6,PUNT,false,3,3,3,3
Iowa,Big Ten,Iowa State,Big 12,401012863,40101286313,13,false,3,34,66,13,27,3,51,49,10,46,2,41,4,17,PUNT,true,3,3,3,3
Iowa State,Big 12,Iowa,Big Ten,401012863,40101286314,14,false,3,91,91,10,46,3,86,86,9,6,1,40,3,5,PUNT,false,3,3,3,3
Iowa,Big Ten,Iowa State,Big 12,401012863,40101286315,15,true,3,30,70,9,6,3,70,30,6,34,2,32,6,40,FG,true,3,3,6,3
Iowa State,Big 12,Iowa,Big Ten,401012863,40101286316,16,false,3,75,75,6,34,3,43,43,1,58,4,36,9,32,DOWNS,false,3,6,3,6
Iowa,Big Ten,Iowa State,Big 12,401012863,40101286317,17,false,3,43,57,1,58,4,68,32,13,56,3,2,9,25,MISSED FG,true,6,3,6,3
Iowa State,Big 12,Iowa,Big Ten,401012863,40101286318,18,false,4,68,68,13,56,4,53,53,11,17,2,39,7,15,PUNT,false,3,6,3,6
Iowa,Big Ten,Iowa State,Big 12,401012863,40101286319,19,true,4,17,83,11,17,4,100,0,4,47,6,30,13,83,TD,true,6,3,13,3
Iowa State,Big 12,Iowa,Big Ten,401012863,40101286320,20,false,4,59,59,4,47,4,74,74,3,33,1,14,3,0,PUNT,false,3,13,3,13
Iowa,Big Ten,Iowa State,Big 12,401012863,40101286321,21,false,4,46,54,3,33,4,48,52,2,32,1,1,3,2,PUNT,true,13,3,13,3
Iowa State,Big 12,Iowa,Big Ten,401012863,40101286322,22,false,4,80,80,2,32,4,60,60,1,53,0,39,3,20,FUMBLE,false,3,13,3,13
Iowa,Big Ten,Iowa State,Big 12,401012863,40101286323,23,false,4,67,33,1,53,4,73,27,0,0,1,53,3,13,END OF GAME,true,13,3,13,3
Iowa,Big Ten,Northern Iowa,,401012864,4010128641,1,false,1,25,75,15,0,1,41,59,12,18,2,42,6,16,PUNT,true,0,0,0,0
Northern Iowa,,Iowa,Big Ten,401012864,4010128642,2,false,1,22,22,12,18,1,73,73,10,46,1,32,3,5,PUNT,false,0,0,0,0
Iowa,Big Ten,Northern Iowa,,401012864,4010128643,3,true,1,8,92,10,46,1,100,0,6,7,4,39,10,92,TD,true,0,0,7,0
Northern Iowa,,Iowa,Big Ten,401012864,4010128644,4,false,1,16,16,6,7,1,73,73,4,50,1,17,4,11,PUNT,false,0,7,0,7
Iowa,Big Ten,Northern Iowa,,401012864,4010128645,5,true,1,32,68,4,50,2,100,0,14,9,5,41,12,68,TD,true,7,0,14,0
Northern Iowa,,Iowa,Big Ten,401012864,4010128646,6,false,2,25,25,14,9,2,71,71,8,35,5,34,9,4,PUNT,false,0,14,0,14
Iowa,Big Ten,Northern Iowa,,401012864,4010128647,7,true,2,33,67,8,35,2,100,0,2,9,6,26,14,67,TD,true,14,0,21,0
Northern Iowa,,Iowa,Big Ten,401012864,4010128648,8,false,2,31,31,2,9,2,69,69,1,37,0,32,3,0,PUNT,false,0,21,0,21
Iowa,Big Ten,Northern Iowa,,401012864,4010128649,9,false,2,36,64,1,37,2,61,39,0,29,1,8,7,25,INT,true,21,0,21,0
Northern Iowa,,Iowa,Big Ten,401012864,40101286410,10,false,2,28,28,0,29,2,72,72,0,12,0,17,1,0,INT,false,0,21,0,21
Iowa,Big Ten,Northern Iowa,,401012864,40101286411,11,false,2,35,65,0,12,2,88,12,0,0,0,12,2,23,MISSED FG,true,21,0,21,0
Northern Iowa,,Iowa,Big Ten,401012864,40101286413,12,false,3,25,25,15,0,3,73,73,14,10,0,50,3,2,PUNT,false,0,21,0,21
Iowa,Big Ten,Northern Iowa,,401012864,40101286414,13,true,3,24,76,14,10,3,76,24,9,50,4,20,10,52,FG,true,21,0,24,0
Northern Iowa,,Iowa,Big Ten,401012864,40101286415,14,false,3,25,25,9,50,3,59,59,8,46,1,4,3,16,FUMBLE,false,0,24,0,24
Iowa,Big Ten,Northern Iowa,,401012864,40101286416,15,true,3,41,59,8,46,3,100,0,7,3,1,43,4,41,TD,true,24,0,31,0
Northern Iowa,,Iowa,Big Ten,401012864,40101286417,16,false,3,25,25,7,3,3,28,28,3,20,3,43,10,47,MISSED FG,false,0,31,0,31
Iowa,Big Ten,Northern Iowa,,401012864,40101286418,17,true,3,28,72,3,20,3,100,0,1,59,1,21,3,72,TD,true,31,0,38,0
Northern Iowa,,Iowa,Big Ten,401012864,40101286419,18,true,3,25,25,1,59,4,0,0,11,12,5,47,14,75,TD,false,0,38,7,38
Iowa,Big Ten,Northern Iowa,,401012864,40101286420,19,false,4,25,75,11,12,4,70,30,7,39,3,33,7,45,INT,true,38,7,38,7
Northern Iowa,,Iowa,Big Ten,401012864,40101286421,20,true,4,35,35,7,39,4,0,0,5,25,2,14,6,65,TD,false,7,38,14,38
Iowa,Big Ten,Northern Iowa,,401012864,40101286422,21,false,4,25,75,5,25,4,23,77,2,53,2,32,4,-2,PUNT,true,38,14,38,14
Northern Iowa,,Iowa,Big Ten,401012864,40101286423,22,false,4,49,49,2,53,4,43,43,2,17,0,36,4,8,DOWNS,false,14,38,14,38
Iowa,Big Ten,Northern Iowa,,401012864,40101286424,23,false,4,43,57,2,17,4,49,51,0,0,2,17,4,6,DOWNS,true,38,14,38,14
Wisconsin,Big Ten,Iowa,Big Ten,401012865,4010128651,1,false,1,75,75,15,0,1,44,44,10,29,4,31,8,31,PUNT,false,0,0,0,0
Iowa,Big Ten,Wisconsin,Big Ten,401012865,4010128652,2,false,1,15,85,10,29,1,95,5,4,41,5,48,11,80,DOWNS,true,0,0,0,0
Wisconsin,Big Ten,Iowa,Big Ten,401012865,4010128653,3,true,1,95,95,4,41,2,0,0,14,31,5,10,11,95,TD,false,0,0,7,0
Iowa,Big Ten,Wisconsin,Big Ten,401012865,4010128654,4,false,2,25,75,14,31,2,58,42,10,49,3,42,6,33,PUNT,true,0,7,0,7
Wisconsin,Big Ten,Iowa,Big Ten,401012865,4010128655,5,false,2,89,89,10,49,2,46,46,6,42,4,7,7,43,PUNT,false,7,0,7,0
Iowa,Big Ten,Wisconsin,Big Ten,401012865,4010128656,6,true,2,23,77,6,42,2,100,0,5,15,1,27,4,77,TD,true,0,7,7,7
Wisconsin,Big Ten,Iowa,Big Ten,401012865,4010128657,7,false,2,78,78,5,15,2,76,76,3,31,5,15,3,2,PUNT,false,7,7,7,7
Wisconsin,Big Ten,Iowa,Big Ten,401012865,4010128659,8,false,2,55,55,3,31,2,52,52,0,56,3,31,3,3,PUNT,false,7,7,7,7
Iowa,Big Ten,Wisconsin,Big Ten,401012865,40101286510,9,false,2,3,97,0,56,2,29,71,0,0,0,56,3,26,END OF HALF,true,7,7,7,7
Iowa,Big Ten,Wisconsin,Big Ten,401012865,40101286511,10,true,3,25,75,15,0,3,94,6,10,12,4,48,10,69,FG,true,7,7,10,7
Wisconsin,Big Ten,Iowa,Big Ten,401012865,40101286512,11,false,3,75,75,10,12,3,47,47,6,45,10,12,6,28,PUNT,false,7,10,7,10
Wisconsin,Big Ten,Iowa,Big Ten,401012865,40101286514,12,true,3,10,10,6,45,3,0,0,5,12,1,33,3,10,TD,false,7,10,14,10
Iowa,Big Ten,Wisconsin,Big Ten,401012865,40101286515,13,true,3,25,75,5,12,3,100,0,1,37,3,35,8,75,TD,true,10,14,17,14
Wisconsin,Big Ten,Iowa,Big Ten,401012865,40101286516,14,false,3,90,90,1,37,3,44,44,0,0,1,37,9,46,PUNT,false,14,17,14,17
Iowa,Big Ten,Wisconsin,Big Ten,401012865,40101286517,15,false,4,12,88,11,25,4,19,81,10,29,0,56,3,7,PUNT,true,17,14,17,14
Wisconsin,Big Ten,Iowa,Big Ten,401012865,40101286518,16,false,4,56,56,10,29,4,49,49,8,34,1,55,3,7,PUNT,false,14,17,14,17
Iowa,Big Ten,Wisconsin,Big Ten,401012865,40101286519,17,false,4,15,85,8,34,4,47,53,5,40,2,54,6,32,PUNT,true,17,14,17,14
Wisconsin,Big Ten,Iowa,Big Ten,401012865,40101286520,18,true,4,88,88,5,40,4,0,0,0,57,4,43,10,88,TD,false,14,17,21,17
Iowa,Big Ten,Wisconsin,Big Ten,401012865,40101286521,19,false,4,24,76,0,57,4,30,70,0,38,0,19,3,6,INT,true,17,21,17,21
Wisconsin,Big Ten,Iowa,Big Ten,401012865,40101286522,20,true,4,37,37,0,38,4,0,0,0,22,0,16,3,37,TD,false,21,17,28,17
Iowa,Big Ten,Wisconsin,Big Ten,401012865,40101286523,21,false,4,25,75,0,22,4,25,75,0,0,0,22,0,0,Uncategorized,true,17,28,17,28
Minnesota,Big Ten,Iowa,Big Ten,401012866,4010128661,1,false,1,25,75,15,0,1,19,81,13,29,1,31,3,-6,PUNT,true,0,0,0,0
Iowa,Big Ten,Minnesota,Big Ten,401012866,4010128662,2,true,1,53,53,13,29,1,0,0,8,49,4,40,10,53,TD,false,0,0,7,0
Minnesota,Big Ten,Iowa,Big Ten,401012866,4010128663,3,false,1,25,75,8,49,1,21,79,7,12,1,37,3,-4,PUNT,true,0,7,0,7
Iowa,Big Ten,Minnesota,Big Ten,401012866,4010128664,4,true,1,62,62,7,12,1,0,0,5,48,1,24,3,62,TD,false,7,0,14,0
Minnesota,Big Ten,Iowa,Big Ten,401012866,4010128665,5,true,1,25,75,5,48,1,100,0,0,58,4,50,10,75,TD,true,0,14,7,14
Iowa,Big Ten,Minnesota,Big Ten,401012866,4010128666,6,false,1,64,64,0,58,1,62,62,0,0,0,58,3,2,PUNT,false,14,7,14,7
Minnesota,Big Ten,Iowa,Big Ten,401012866,4010128667,7,false,2,17,83,14,44,2,30,70,12,3,2,41,5,13,PUNT,true,7,14,7,14
Iowa,Big Ten,Minnesota,Big Ten,401012866,4010128668,8,true,2,74,74,12,3,2,0,0,5,57,6,6,14,74,TD,false,14,7,21,7
Minnesota,Big Ten,Iowa,Big Ten,401012866,4010128669,9,true,2,25,75,5,57,2,68,32,4,0,1,57,6,43,FG,true,7,21,10,21
Iowa,Big Ten,Minnesota,Big Ten,401012866,40101286610,10,false,2,75,75,4,0,2,75,75,3,1,0,59,3,0,PUNT,false,21,10,21,10
Minnesota,Big Ten,Iowa,Big Ten,401012866,40101286611,11,false,2,44,56,3,1,2,49,51,2,2,0,59,4,5,DOWNS,true,10,21,10,21
Iowa,Big Ten,Minnesota,Big Ten,401012866,40101286612,12,true,2,49,49,2,2,2,0,0,1,35,0,27,5,49,TD,false,21,10,28,10
Minnesota,Big Ten,Iowa,Big Ten,401012866,40101286613,13,false,2,25,75,1,35,2,72,28,1,12,0,23,3,47,INT,true,10,28,10,28
Iowa,Big Ten,Minnesota,Big Ten,401012866,40101286614,14,false,2,80,80,1,12,2,80,80,1,2,0,10,1,0,INT,false,28,10,28,10
Minnesota,Big Ten,Iowa,Big Ten,401012866,40101286615,15,true,2,94,6,1,2,2,100,0,0,53,0,9,2,6,TD,true,10,28,17,28
Iowa,Big Ten,Minnesota,Big Ten,401012866,40101286616,16,false,2,65,65,0,53,2,56,56,0,0,0,53,3,9,END OF HALF,false,28,17,28,17
Iowa,Big Ten,Minnesota,Big Ten,401012866,40101286617,17,true,3,75,75,15,0,3,22,22,11,41,3,19,9,53,FG,false,28,17,31,17
Minnesota,Big Ten,Iowa,Big Ten,401012866,40101286618,18,false,3,35,65,11,41,3,56,44,8,52,2,49,6,21,PUNT,true,17,31,17,31
Iowa,Big Ten,Minnesota,Big Ten,401012866,40101286619,19,false,3,88,88,8,52,3,90,90,8,12,0,40,2,-2,FUMBLE,false,31,17,31,17
Minnesota,Big Ten,Iowa,Big Ten,401012866,40101286620,20,true,3,97,3,8,12,3,100,0,7,36,0,36,2,3,TD,true,17,31,24,31
Iowa,Big Ten,Minnesota,Big Ten,401012866,40101286621,21,true,3,51,51,7,36,3,0,0,4,3,3,33,9,51,TD,false,31,24,38,24
Minnesota,Big Ten,Iowa,Big Ten,401012866,40101286622,22,false,3,25,75,4,3,3,72,28,0,29,3,34,7,47,DOWNS,true,24,38,24,38
Iowa,Big Ten,Minnesota,Big Ten,401012866,40101286623,23,false,3,72,72,0,29,4,66,66,14,39,0,50,3,6,PUNT,false,38,24,38,24
Minnesota,Big Ten,Iowa,Big Ten,401012866,40101286624,24,false,4,25,75,14,39,4,25,75,14,32,0,7,1,0,INT,true,24,38,24,38
Iowa,Big Ten,Minnesota,Big Ten,401012866,40101286625,25,false,4,63,63,14,32,4,60,60,12,55,1,37,3,3,PUNT,false,38,24,38,24
Minnesota,Big Ten,Iowa,Big Ten,401012866,40101286626,26,false,4,17,83,12,55,4,10,90,11,59,0,56,2,-7,INT,true,24,38,24,38
Iowa,Big Ten,Minnesota,Big Ten,401012866,40101286627,27,true,4,9,9,11,59,4,2,2,9,20,2,39,4,7,FG,false,38,24,41,24
Minnesota,Big Ten,Iowa,Big Ten,401012866,40101286628,28,true,4,25,75,9,20,4,100,0,5,35,3,45,10,75,TD,true,24,41,31,41
