offense,offense_conference,defense,defense_conference,game_id,id,drive_number,scoring,start_period,start_yardline,start_yards_to_goal,start_time.minutes,start_time.seconds,end_period,end_yardline,end_yards_to_goal,end_time.minutes,end_time.seconds,elapsed.minutes,elapsed.seconds,plays,yards,drive_result,is_home_offense,start_offense_score,start_defense_score,end_offense_score,end_defense_score
Iowa,Big Ten,Illinois,Big Ten,401112155,4011121553,3,false,1,57,43,9,10,1,75,25,8,10,1,0,5,18,MISSED FG,true,7,0,7,0
Illinois,Big Ten,Iowa,Big Ten,401112155,4011121554,4,true,1,75,75,8,10,1,0,0,6,26,1,44,6,75,TD,false,0,7,7,7
Iowa,Big Ten,Illinois,Big Ten,401112155,4011121555,5,false,1,25,75,6,26,1,25,75,5,27,0,0,3,0,PUNT,true,7,7,7,7
Illinois,Big Ten,Iowa,Big Ten,401112155,4011121556,6,false,1,79,79,5,27,1,77,77,4,1,1,26,3,2,PUNT,false,7,7,7,7
Iowa,Big Ten,Illinois,Big Ten,401112155,4011121557,7,false,1,44,56,4,1,1,50,50,2,34,0,0,3,6,PUNT,true,7,7,7,7
Illinois,Big Ten,Iowa,Big Ten,401112155,4011121558,8,false,1,89,89,2,34,1,65,65,0,0,0,0,7,24,PUNT,false,7,7,7,7
Iowa,Big Ten,Illinois,Big Ten,401112155,4011121559,9,true,2,25,75,14,17,2,95,5,9,34,4,43,10,70,FG,true,7,7,10,7
Illinois,Big Ten,Iowa,Big Ten,401112155,40111215510,10,false,2,75,75,9,34,2,68,68,7,14,0,0,6,7,PUNT,false,7,10,7,10
Iowa,Big Ten,Illinois,Big Ten,401112155,40111215511,11,false,2,38,62,7,14,2,66,34,4,38,0,0,6,28,INT,true,10,7,10,7
Illinois,Big Ten,Iowa,Big Ten,401112155,40111215512,12,false,2,81,81,4,38,2,79,79,3,58,0,0,3,2,PUNT,false,7,10,7,10
Iowa,Big Ten,Illinois,Big Ten,401112155,40111215513,13,false,2,44,56,3,58,2,71,29,2,26,1,32,5,27,MISSED FG,true,10,7,10,7
Illinois,Big Ten,Iowa,Big Ten,401112155,40111215514,14,false,2,71,71,2,26,2,51,51,0,12,2,14,9,20,DOWNS,false,7,10,7,10
Iowa,Big Ten,Illinois,Big Ten,401112155,40111215515,15,true,2,51,49,0,12,2,73,27,0,0,0,12,2,22,FG,true,10,7,13,7
Illinois,Big Ten,Iowa,Big Ten,401112155,40111215516,16,false,3,72,72,15,0,3,21,21,13,1,0,0,5,51,INT,false,7,13,7,13
Iowa,Big Ten,Illinois,Big Ten,401112155,40111215517,17,false,3,20,80,13,1,3,40,60,10,42,0,0,6,20,PUNT,true,13,7,13,7
Illinois,Big Ten,Iowa,Big Ten,401112155,40111215518,18,false,3,87,87,10,42,3,33,33,3,57,6,45,12,54,MISSED FG,false,7,13,7,13
Iowa,Big Ten,Illinois,Big Ten,401112155,40111215519,19,true,3,33,67,3,57,4,94,6,14,8,4,49,8,61,FG,true,13,7,16,7
Illinois,Big Ten,Iowa,Big Ten,401112155,40111215520,20,true,4,75,75,14,8,4,10,10,10,52,3,16,9,65,FG,false,7,16,10,16
Iowa,Big Ten,Illinois,Big Ten,401112155,40111215521,21,false,4,16,84,10,52,4,25,75,8,48,0,0,3,9,PUNT,true,16,10,16,10
Illinois,Big Ten,Iowa,Big Ten,401112155,40111215522,22,false,4,63,63,8,48,4,53,53,7,46,0,0,3,10,FUMBLE,false,10,16,10,16
Iowa,Big Ten,Illinois,Big Ten,401112155,40111215523,23,true,4,53,47,7,46,4,89,11,2,44,5,2,9,36,FG,true,16,10,19,10
Illinois,Big Ten,Iowa,Big Ten,401112155,40111215524,24,false,4,75,75,2,44,4,74,74,1,58,0,0,4,1,DOWNS,false,10,19,10,19
Iowa,Big Ten,Illinois,Big Ten,401112155,40111215525,25,false,4,74,26,1,58,4,79,21,1,36,0,0,4,5,DOWNS,true,19,10,19,10
Illinois,Big Ten,Iowa,Big Ten,401112155,40111215526,26,false,4,79,79,1,36,4,72,72,0,0,1,36,5,7,END OF GAME,false,10,19,10,19
Iowa,Big Ten,Miami (OH),Mid-American,401112191,4011121911,1,false,1,25,75,15,0,1,64,36,10,32,4,28,9,39,DOWNS,true,0,0,0,0
Miami (OH),Mid-American,Iowa,Big Ten,401112191,4011121912,2,false,1,64,64,10,32,1,56,56,8,7,2,25,4,8,PUNT,false,0,0,0,0
Iowa,Big Ten,Miami (OH),Mid-American,401112191,4011121913,3,true,1,18,82,8,7,1,97,3,1,17,6,50,13,79,FG,true,0,0,3,0
Miami (OH),Mid-American,Iowa,Big Ten,401112191,4011121914,4,true,1,77,77,1,17,2,0,0,11,54,4,23,10,77,TD,false,0,3,7,3
Iowa,Big Ten,Miami (OH),Mid-American,401112191,4011121915,5,true,2,21,79,11,54,2,100,0,8,20,3,34,9,79,TD,true,3,7,10,7
Miami (OH),Mid-American,Iowa,Big Ten,401112191,4011121916,6,false,2,79,79,8,20,2,52,52,3,59,4,21,8,27,PUNT,false,7,10,7,10
Iowa,Big Ten,Miami (OH),Mid-American,401112191,4011121917,7,false,2,20,80,3,59,2,14,86,2,31,1,28,3,-6,PUNT,true,10,7,10,7
Miami (OH),Mid-American,Iowa,Big Ten,401112191,4011121918,8,false,2,45,45,2,31,2,41,41,0,38,1,53,3,4,PUNT,false,7,10,7,10
Iowa,Big Ten,Miami (OH),Mid-American,401112191,4011121919,9,false,2,3,97,0,38,2,3,97,0,0,0,38,1,0,END OF HALF,true,10,7,10,7
Miami (OH),Mid-American,Iowa,Big Ten,401112191,40111219110,10,false,3,75,75,15,0,3,76,76,13,26,1,34,3,-1,PUNT,false,7,10,7,10
Iowa,Big Ten,Miami (OH),Mid-American,401112191,40111219111,11,true,3,18,82,13,26,3,100,0,10,6,3,20,7,82,TD,true,10,7,17,7
Miami (OH),Mid-American,Iowa,Big Ten,401112191,40111219112,12,false,3,75,75,10,6,3,71,71,8,0,2,6,5,4,PUNT,false,7,17,7,17
Iowa,Big Ten,Miami (OH),Mid-American,401112191,40111219113,13,true,3,44,56,8,0,3,100,0,6,25,1,35,3,56,TD,true,17,7,24,7
Miami (OH),Mid-American,Iowa,Big Ten,401112191,40111219114,14,false,3,75,75,6,25,3,40,40,4,44,1,41,5,35,PUNT,false,7,24,7,24
Iowa,Big Ten,Miami (OH),Mid-American,401112191,40111219115,15,false,3,16,84,4,44,3,65,35,1,13,3,31,6,49,FUMBLE,true,24,7,24,7
Miami (OH),Mid-American,Iowa,Big Ten,401112191,40111219116,16,true,3,60,60,1,13,4,0,0,12,53,3,20,10,60,TD,false,7,24,14,24
Iowa,Big Ten,Miami (OH),Mid-American,401112191,40111219117,17,true,4,25,75,12,53,4,100,0,5,56,6,57,13,75,TD,true,24,14,31,14
Miami (OH),Mid-American,Iowa,Big Ten,401112191,40111219118,18,false,4,75,75,5,56,4,75,75,5,47,0,9,1,0,INT,false,14,31,14,31
Iowa,Big Ten,Miami (OH),Mid-American,401112191,40111219119,19,true,4,77,23,5,47,4,100,0,3,3,2,44,6,23,TD,true,31,14,38,14
Miami (OH),Mid-American,Iowa,Big Ten,401112191,40111219120,20,false,4,75,75,3,3,4,68,68,0,52,2,11,3,7,PUNT,false,14,38,14,38
Iowa,Big Ten,Miami (OH),Mid-American,401112191,40111219121,21,false,4,11,89,0,52,4,21,79,0,0,0,52,2,10,END OF GAME,true,38,14,38,14
Iowa,Big Ten,Rutgers,Big Ten,401112192,4011121921,1,true,1,25,75,15,0,1,100,0,12,18,2,42,5,75,TD,true,0,0,7,0
Rutgers,Big Ten,Iowa,Big Ten,401112192,4011121922,2,false,1,86,86,12,18,1,56,56,9,13,3,5,6,30,PUNT,false,0,7,0,7
Iowa,Big Ten,Rutgers,Big Ten,401112192,4011121923,3,false,1,3,97,9,13,1,5,95,8,9,1,4,3,2,PUNT,true,7,0,7,0
Rutgers,Big Ten,Iowa,Big Ten,401112192,4011121924,4,false,1,59,59,8,9,1,58,58,6,33,1,36,3,1,PUNT,false,0,7,0,7
Iowa,Big Ten,Rutgers,Big Ten,401112192,4011121925,5,false,1,11,89,6,33,1,35,65,3,18,3,15,6,24,PUNT,true,7,0,7,0
Rutgers,Big Ten,Iowa,Big Ten,401112192,4011121926,6,false,1,60,60,3,18,1,49,49,1,1,2,17,6,11,PUNT,false,0,7,0,7
Iowa,Big Ten,Rutgers,Big Ten,401112192,4011121927,7,false,1,8,92,1,1,2,8,92,14,48,1,13,3,0,PUNT,true,7,0,7,0
Rutgers,Big Ten,Iowa,Big Ten,401112192,4011121928,8,false,2,50,50,14,48,2,42,42,13,50,0,58,3,8,PUNT,false,0,7,0,7
Iowa,Big Ten,Rutgers,Big Ten,401112192,4011121929,9,true,2,3,97,13,50,2,100,0,8,13,5,37,11,97,TD,true,7,0,14,0
Rutgers,Big Ten,Iowa,Big Ten,401112192,40111219210,10,false,2,75,75,8,13,2,84,84,6,38,1,35,3,-9,PUNT,false,0,14,0,14
Iowa,Big Ten,Rutgers,Big Ten,401112192,40111219211,11,true,2,56,44,6,38,2,72,28,3,50,2,48,6,16,FG,true,14,0,17,0
Rutgers,Big Ten,Iowa,Big Ten,401112192,40111219212,12,false,2,75,75,3,50,2,74,74,2,58,0,52,3,1,INT,false,0,17,0,17
Iowa,Big Ten,Rutgers,Big Ten,401112192,40111219213,13,true,2,70,30,2,58,2,99,1,15,0,2,58,5,29,FG,true,17,0,20,0
Rutgers,Big Ten,Iowa,Big Ten,401112192,40111219214,14,false,3,75,75,15,0,3,70,70,12,51,2,9,3,5,PUNT,false,0,20,0,20
Iowa,Big Ten,Rutgers,Big Ten,401112192,40111219215,15,false,3,1,99,12,51,3,33,67,9,49,3,2,6,32,PUNT,true,20,0,20,0
Rutgers,Big Ten,Iowa,Big Ten,401112192,40111219216,16,false,3,74,74,9,49,3,50,50,8,19,1,30,4,24,PUNT,false,0,20,0,20
Iowa,Big Ten,Rutgers,Big Ten,401112192,40111219217,17,false,3,2,98,8,19,3,45,55,4,38,3,41,7,43,PUNT,true,20,0,20,0
Rutgers,Big Ten,Iowa,Big Ten,401112192,40111219218,18,false,3,91,91,4,38,3,90,90,3,38,1,0,3,1,PUNT,false,0,20,0,20
Iowa,Big Ten,Rutgers,Big Ten,401112192,40111219219,19,true,3,44,56,3,38,3,100,0,2,50,0,48,2,56,TD,true,20,0,27,0
Rutgers,Big Ten,Iowa,Big Ten,401112192,40111219220,20,false,3,75,75,2,50,4,54,54,14,47,3,3,7,21,INT,false,0,27,0,27
Iowa,Big Ten,Rutgers,Big Ten,401112192,40111219221,21,true,4,14,86,14,47,4,75,25,11,5,3,42,7,61,FG,true,27,0,30,0
Rutgers,Big Ten,Iowa,Big Ten,401112192,40111219222,22,false,4,75,75,11,5,4,71,71,9,43,1,22,3,4,PUNT,false,0,30,0,30
Iowa,Big Ten,Rutgers,Big Ten,401112192,40111219223,23,false,4,19,81,9,43,4,42,58,8,7,1,36,4,23,PUNT,true,30,0,30,0
Rutgers,Big Ten,Iowa,Big Ten,401112192,40111219224,24,false,4,99,99,8,7,4,92,92,5,54,2,13,3,7,PUNT,false,0,30,0,30
Iowa,Big Ten,Rutgers,Big Ten,401112192,40111219225,25,false,4,48,52,5,54,4,72,28,0,55,4,59,10,24,DOWNS,true,30,0,30,0
Rutgers,Big Ten,Iowa,Big Ten,401112192,40111219226,26,false,4,72,72,0,55,4,61,61,0,13,0,42,2,11,FUMBLE,false,0,30,0,30
Iowa,Big Ten,Rutgers,Big Ten,401112192,40111219227,27,false,4,61,39,0,13,4,63,37,0,0,0,13,1,2,END OF GAME,true,30,0,30,0
Iowa,Big Ten,Middle Tennessee,Conference USA,401112193,4011121931,1,true,1,35,65,15,0,1,100,0,11,1,3,59,9,65,TD,true,0,0,7,0
Middle Tennessee,Conference USA,Iowa,Big Ten,401112193,4011121932,2,false,1,75,75,11,1,1,76,76,9,55,1,6,3,-1,PUNT,false,0,7,0,7
Iowa,Big Ten,Middle Tennessee,Conference USA,401112193,4011121933,3,true,1,25,75,9,55,1,69,31,4,54,5,1,9,44,FG,true,7,0,10,0
Middle Tennessee,Conference USA,Iowa,Big Ten,401112193,4011121934,4,false,1,75,75,4,54,1,67,67,3,2,1,52,3,8,PUNT,false,0,10,0,10
Iowa,Big Ten,Middle Tennessee,Conference USA,401112193,4011121935,5,true,1,29,71,3,2,1,100,0,0,15,2,47,5,71,TD,true,10,0,17,0
Middle Tennessee,Conference USA,Iowa,Big Ten,401112193,4011121936,6,false,1,75,75,0,15,2,55,55,12,57,2,18,6,20,PUNT,false,0,17,0,17
Iowa,Big Ten,Middle Tennessee,Conference USA,401112193,4011121937,7,true,2,19,81,12,57,2,100,0,8,33,4,24,9,81,TD,true,17,0,24,0
Middle Tennessee,Conference USA,Iowa,Big Ten,401112193,4011121938,8,false,2,75,75,8,33,2,43,43,5,12,3,21,6,32,PUNT,false,0,24,0,24
Iowa,Big Ten,Middle Tennessee,Conference USA,401112193,4011121939,9,false,2,8,92,5,12,2,7,93,3,37,1,35,3,-1,PUNT,true,24,0,24,0
Middle Tennessee,Conference USA,Iowa,Big Ten,401112193,40111219310,10,false,2,41,41,3,37,2,46,46,1,47,1,50,3,-5,PUNT,false,0,24,0,24
Iowa,Big Ten,Middle Tennessee,Conference USA,401112193,40111219311,11,false,2,1,99,1,47,2,79,21,0,2,1,45,13,78,MISSED FG,true,24,0,24,0
Middle Tennessee,Conference USA,Iowa,Big Ten,401112193,40111219312,12,false,2,79,79,0,2,2,68,68,0,0,0,2,1,11,END OF HALF,false,0,24,0,24
Middle Tennessee,Conference USA,Iowa,Big Ten,401112193,40111219313,13,false,3,75,75,15,0,3,71,71,12,14,2,46,5,4,PUNT,false,0,24,0,24
Iowa,Big Ten,Middle Tennessee,Conference USA,401112193,40111219314,14,true,3,21,79,12,14,3,76,24,10,52,1,22,5,55,FG,true,24,0,27,0
Middle Tennessee,Conference USA,Iowa,Big Ten,401112193,40111219315,15,true,3,75,75,10,52,3,26,26,5,24,5,28,13,49,FG,false,0,27,3,27
Iowa,Big Ten,Middle Tennessee,Conference USA,401112193,40111219316,16,true,3,20,80,5,24,3,100,0,2,19,3,5,7,80,TD,true,27,3,34,3
Middle Tennessee,Conference USA,Iowa,Big Ten,401112193,40111219317,17,false,3,75,75,2,19,3,71,71,0,35,1,44,3,4,PUNT,false,3,34,3,34
Iowa,Big Ten,Middle Tennessee,Conference USA,401112193,40111219318,18,true,3,28,72,0,35,4,100,0,10,1,5,34,10,72,TD,true,34,3,41,3
Middle Tennessee,Conference USA,Iowa,Big Ten,401112193,40111219319,19,false,4,75,75,10,1,4,58,58,7,12,2,49,7,17,PUNT,false,3,41,3,41
Iowa,Big Ten,Middle Tennessee,Conference USA,401112193,40111219320,20,true,4,21,79,7,12,4,100,0,0,47,6,25,13,79,TD,true,41,3,48,3
Middle Tennessee,Conference USA,Iowa,Big Ten,401112193,40111219321,21,false,4,75,75,0,47,4,70,70,0,0,0,47,2,5,END OF GAME,false,3,48,3,48
Michigan,Big Ten,Iowa,Big Ten,401112194,4011121941,1,false,1,25,75,15,0,1,39,61,13,48,1,12,5,14,PUNT,true,0,0,0,0
Iowa,Big Ten,Michigan,Big Ten,401112194,4011121942,2,false,1,79,79,13,48,1,79,79,13,41,0,7,1,-3,FUMBLE,false,0,0,0,0
Michigan,Big Ten,Iowa,Big Ten,401112194,4011121943,3,true,1,82,18,13,41,1,90,10,12,19,1,22,4,8,FG,true,0,0,3,0
Iowa,Big Ten,Michigan,Big Ten,401112194,4011121944,4,false,1,75,75,12,19,1,58,58,10,37,1,42,4,17,PUNT,false,0,3,0,3
Michigan,Big Ten,Iowa,Big Ten,401112194,4011121945,5,true,1,30,70,10,37,1,100,0,8,33,2,4,6,70,TD,true,3,0,10,0
Iowa,Big Ten,Michigan,Big Ten,401112194,4011121946,6,false,1,50,50,8,33,1,52,52,6,46,1,47,3,-2,FUMBLE,false,0,10,0,10
Michigan,Big Ten,Iowa,Big Ten,401112194,4011121947,7,false,1,40,60,6,46,1,45,55,6,5,0,41,2,5,INT,true,10,0,10,0
Iowa,Big Ten,Michigan,Big Ten,401112194,4011121948,8,false,1,61,61,6,5,1,57,57,5,13,0,52,2,4,INT,false,0,10,0,10
Michigan,Big Ten,Iowa,Big Ten,401112194,4011121949,9,false,1,31,69,5,13,1,35,65,3,43,1,30,3,4,PUNT,true,10,0,10,0
Iowa,Big Ten,Michigan,Big Ten,401112194,40111219410,10,true,1,65,65,3,43,2,4,4,12,18,6,25,14,61,FG,false,0,10,3,10
Michigan,Big Ten,Iowa,Big Ten,401112194,40111219411,11,false,2,29,71,12,18,2,46,54,9,36,2,42,5,17,PUNT,true,10,3,10,3
Iowa,Big Ten,Michigan,Big Ten,401112194,40111219412,12,false,2,80,80,9,36,2,42,42,5,29,4,7,9,38,PUNT,false,3,10,3,10
Michigan,Big Ten,Iowa,Big Ten,401112194,40111219413,13,false,2,14,86,5,29,2,14,86,3,37,1,52,3,0,PUNT,true,10,3,10,3
Iowa,Big Ten,Michigan,Big Ten,401112194,40111219414,14,false,2,52,52,3,37,2,33,33,1,29,2,8,5,19,INT,false,3,10,3,10
Michigan,Big Ten,Iowa,Big Ten,401112194,40111219415,15,false,2,4,96,1,29,2,60,40,0,0,1,29,6,56,DOWNS,true,10,3,10,3
Iowa,Big Ten,Michigan,Big Ten,401112194,40111219417,16,false,3,75,75,15,0,3,36,36,11,15,3,45,8,39,INT,false,3,10,3,10
Michigan,Big Ten,Iowa,Big Ten,401112194,40111219418,17,false,3,30,70,11,15,3,52,48,8,44,2,31,5,22,PUNT,true,10,3,10,3
Iowa,Big Ten,Michigan,Big Ten,401112194,40111219419,18,false,3,80,80,8,44,3,75,75,5,7,3,37,5,5,PUNT,false,3,10,3,10
Michigan,Big Ten,Iowa,Big Ten,401112194,40111219420,19,false,3,19,81,5,7,3,25,75,1,13,3,54,6,6,PUNT,true,10,3,10,3
Iowa,Big Ten,Michigan,Big Ten,401112194,40111219421,20,false,3,67,67,1,13,4,39,39,14,47,1,26,4,28,PUNT,false,3,10,3,10
Michigan,Big Ten,Iowa,Big Ten,401112194,40111219422,21,false,4,20,80,14,47,4,84,16,11,1,3,46,10,64,MISSED FG,true,10,3,10,3
Iowa,Big Ten,Michigan,Big Ten,401112194,40111219423,22,false,4,80,80,11,1,4,73,73,8,14,2,47,4,7,PUNT,false,3,10,3,10
Michigan,Big Ten,Iowa,Big Ten,401112194,40111219424,23,false,4,40,60,8,14,4,42,58,7,8,1,6,3,2,PUNT,true,10,3,10,3
Iowa,Big Ten,Michigan,Big Ten,401112194,40111219425,24,false,4,67,67,7,8,4,51,51,2,52,4,16,6,16,PUNT,false,3,10,3,10
Michigan,Big Ten,Iowa,Big Ten,401112194,40111219426,25,false,4,15,85,2,52,4,23,77,1,35,1,17,3,8,PUNT,true,10,3,10,3
Iowa,Big Ten,Michigan,Big Ten,401112194,40111219427,26,false,4,57,57,1,35,4,45,45,0,0,1,35,9,12,END OF 4TH QUARTER,false,3,10,3,10
Iowa,Big Ten,Penn State,Big Ten,401112195,4011121951,1,false,1,25,75,15,0,1,30,70,13,33,1,27,3,5,PUNT,true,0,0,0,0
Penn State,Big Ten,Iowa,Big Ten,401112195,4011121952,2,false,1,41,41,13,33,1,49,49,11,57,1,36,3,-8,PUNT,false,0,0,0,0
Iowa,Big Ten,Penn State,Big Ten,401112195,4011121953,3,false,1,17,83,11,57,1,45,55,8,31,3,26,10,28,PUNT,true,0,0,0,0
Penn State,Big Ten,Iowa,Big Ten,401112195,4011121954,4,false,1,80,80,8,31,1,79,79,7,40,0,51,3,1,PUNT,false,0,0,0,0
Iowa,Big Ten,Penn State,Big Ten,401112195,4011121955,5,true,1,33,67,7,40,1,71,29,2,12,5,28,11,38,FG,true,0,0,3,0
Penn State,Big Ten,Iowa,Big Ten,401112195,4011121956,6,false,1,80,80,2,12,1,63,63,0,2,2,10,5,17,PUNT,false,0,3,0,3
Iowa,Big Ten,Penn State,Big Ten,401112195,4011121957,7,false,1,21,79,0,2,2,27,73,14,16,0,46,3,6,PUNT,true,3,0,3,0
Penn State,Big Ten,Iowa,Big Ten,401112195,4011121958,8,true,2,85,85,14,16,2,0,0,8,36,5,40,15,85,TD,false,0,3,7,3
Iowa,Big Ten,Penn State,Big Ten,401112195,4011121959,9,false,2,29,71,8,36,2,74,26,5,1,3,35,8,45,MISSED FG,true,3,7,3,7
Penn State,Big Ten,Iowa,Big Ten,401112195,40111219510,10,false,2,74,74,5,1,2,48,48,1,46,3,15,9,26,PUNT,false,7,3,7,3
Iowa,Big Ten,Penn State,Big Ten,401112195,40111219511,11,true,2,11,89,1,46,2,95,5,0,20,1,26,10,84,FG,true,3,7,6,7
Penn State,Big Ten,Iowa,Big Ten,401112195,40111219512,12,false,2,68,68,0,20,2,72,72,0,0,0,20,1,-4,END OF HALF,false,7,6,7,6
Penn State,Big Ten,Iowa,Big Ten,401112195,40111219513,13,false,3,80,80,15,0,3,46,46,10,32,4,28,9,34,PUNT,false,7,6,7,6
Iowa,Big Ten,Penn State,Big Ten,401112195,40111219514,14,false,3,3,97,10,32,3,27,73,7,50,2,42,5,24,PUNT,true,6,7,6,7
Penn State,Big Ten,Iowa,Big Ten,401112195,40111219515,15,false,3,72,72,7,50,3,70,70,6,19,1,31,3,2,PUNT,false,7,6,7,6
Iowa,Big Ten,Penn State,Big Ten,401112195,40111219516,16,false,3,8,92,6,19,3,22,78,4,46,1,33,4,8,FUMBLE,true,6,7,6,7
Penn State,Big Ten,Iowa,Big Ten,401112195,40111219517,17,true,3,16,16,4,46,3,15,15,2,8,2,38,6,1,FG,false,7,6,10,6
Iowa,Big Ten,Penn State,Big Ten,401112195,40111219518,18,false,3,25,75,2,8,4,59,41,14,0,3,8,7,34,PUNT,true,6,10,6,10
Penn State,Big Ten,Iowa,Big Ten,401112195,40111219519,19,false,4,90,90,14,0,4,37,37,10,13,3,47,10,53,PUNT,false,10,6,10,6
Iowa,Big Ten,Penn State,Big Ten,401112195,40111219520,20,false,4,4,96,10,13,4,21,79,9,22,0,51,3,17,INT,true,6,10,6,10
Penn State,Big Ten,Iowa,Big Ten,401112195,40111219521,21,true,4,35,35,9,22,4,0,0,5,17,4,5,8,35,TD,false,10,6,17,6
Iowa,Big Ten,Penn State,Big Ten,401112195,40111219522,22,true,4,13,87,5,17,4,100,0,2,31,2,46,12,87,TD,true,6,17,12,17
Penn State,Big Ten,Iowa,Big Ten,401112195,40111219523,23,false,4,75,75,2,31,4,68,68,0,0,2,31,6,7,END OF GAME,false,17,12,17,12
Iowa,Big Ten,Purdue,Big Ten,401112196,4011121961,1,true,1,25,75,15,0,1,88,12,7,45,7,15,15,63,FG,true,0,0,3,0
Purdue,Big Ten,Iowa,Big Ten,401112196,4011121962,2,false,1,75,75,7,45,1,46,46,5,52,1,53,6,29,PUNT,false,0,3,0,3
Iowa,Big Ten,Purdue,Big Ten,401112196,4011121963,3,true,1,18,82,5,52,1,74,26,2,42,3,10,7,56,FG,true,3,0,6,0
Purdue,Big Ten,Iowa,Big Ten,401112196,4011121964,4,false,1,61,61,2,42,2,9,9,11,55,5,47,12,52,FUMBLE,false,0,6,0,6
Iowa,Big Ten,Purdue,Big Ten,401112196,4011121965,5,false,2,9,91,11,55,2,30,70,9,6,2,49,5,21,PUNT,true,6,0,6,0
Purdue,Big Ten,Iowa,Big Ten,401112196,4011121966,6,false,2,80,80,9,6,2,87,87,6,49,2,17,3,-7,PUNT,false,0,6,0,6
Iowa,Big Ten,Purdue,Big Ten,401112196,4011121967,7,true,2,45,55,6,49,2,76,24,2,14,4,35,8,31,FG,true,6,0,9,0
Purdue,Big Ten,Iowa,Big Ten,401112196,4011121968,8,true,2,78,78,2,14,2,0,0,0,38,1,36,7,78,TD,false,0,9,7,9
Iowa,Big Ten,Purdue,Big Ten,401112196,4011121969,9,false,2,25,75,0,38,2,26,74,0,0,0,38,1,1,END OF HALF,true,9,7,9,7
