offense,offense_conference,defense,defense_conference,game_id,id,drive_number,scoring,start_period,start_yardline,start_yards_to_goal,start_time.minutes,start_time.seconds,end_period,end_yardline,end_yards_to_goal,end_time.minutes,end_time.seconds,elapsed.minutes,elapsed.seconds,plays,yards,drive_result,is_home_offense,start_offense_score,start_defense_score,end_offense_score,end_defense_score
Purdue,Big Ten,Iowa,Big Ten,401112196,40111219610,10,false,3,75,75,15,0,3,40,40,11,53,3,7,8,35,INT,false,7,9,7,9
Iowa,Big Ten,Purdue,Big Ten,401112196,40111219611,11,true,3,28,72,11,53,3,100,0,7,26,4,27,9,72,TD,true,9,7,16,7
Purdue,Big Ten,Iowa,Big Ten,401112196,40111219612,12,false,3,82,82,7,26,3,82,82,6,47,0,39,3,0,PUNT,false,7,16,7,16
Iowa,Big Ten,Purdue,Big Ten,401112196,40111219613,13,false,3,53,47,6,47,3,57,43,5,13,1,34,3,4,PUNT,true,16,7,16,7
Purdue,Big Ten,Iowa,Big Ten,401112196,40111219614,14,false,3,89,89,5,13,3,71,71,2,48,2,25,5,18,PUNT,false,7,16,7,16
Iowa,Big Ten,Purdue,Big Ten,401112196,40111219615,15,true,3,33,67,2,48,4,80,20,14,54,2,54,7,47,FG,true,16,7,19,7
Purdue,Big Ten,Iowa,Big Ten,401112196,40111219616,16,false,4,59,59,14,54,4,56,56,13,33,1,21,3,3,PUNT,false,7,19,7,19
Iowa,Big Ten,Purdue,Big Ten,401112196,40111219617,17,false,4,25,75,13,33,4,28,72,12,34,0,59,3,3,INT,true,19,7,19,7
Purdue,Big Ten,Iowa,Big Ten,401112196,40111219618,18,true,4,9,9,12,34,4,10,10,11,36,0,58,4,-1,FG,false,7,19,10,19
Iowa,Big Ten,Purdue,Big Ten,401112196,40111219619,19,false,4,10,90,11,36,4,16,84,8,48,2,48,5,6,PUNT,true,19,10,19,10
Purdue,Big Ten,Iowa,Big Ten,401112196,40111219620,20,false,4,79,79,8,48,4,73,73,7,12,1,36,3,6,PUNT,false,10,19,10,19
Iowa,Big Ten,Purdue,Big Ten,401112196,40111219621,21,false,4,30,70,7,12,4,46,54,3,50,3,22,4,16,PUNT,true,19,10,19,10
Purdue,Big Ten,Iowa,Big Ten,401112196,40111219622,22,true,4,88,88,3,50,4,18,18,2,59,0,51,5,70,FG,false,10,19,13,19
Iowa,Big Ten,Purdue,Big Ten,401112196,40111219623,23,true,4,65,35,2,59,4,100,0,2,16,0,43,2,35,TD,true,19,13,26,13
Purdue,Big Ten,Iowa,Big Ten,401112196,40111219624,24,true,4,72,72,2,16,4,0,0,0,24,1,52,11,72,TD,false,13,26,20,26
Iowa,Big Ten,Purdue,Big Ten,401112196,40111219625,25,false,4,52,48,0,24,4,49,51,0,0,0,24,1,-3,END OF GAME,true,26,20,26,20
Iowa,Big Ten,Northwestern,Big Ten,401112197,4011121971,1,false,1,70,70,15,0,1,66,66,14,3,0,57,3,4,PUNT,false,0,0,0,0
Northwestern,Big Ten,Iowa,Big Ten,401112197,4011121972,2,false,1,19,81,14,3,1,24,76,13,29,0,34,3,5,INT,true,0,0,0,0
Iowa,Big Ten,Northwestern,Big Ten,401112197,4011121973,3,false,1,21,21,13,29,1,28,28,11,59,1,30,4,-7,MISSED FG,false,0,0,0,0
Northwestern,Big Ten,Iowa,Big Ten,401112197,4011121974,4,false,1,28,72,11,59,1,50,50,9,32,2,27,7,22,DOWNS,true,0,0,0,0
Iowa,Big Ten,Northwestern,Big Ten,401112197,4011121975,5,true,1,50,50,9,32,1,0,0,8,38,0,54,3,50,TD,false,0,0,7,0
Northwestern,Big Ten,Iowa,Big Ten,401112197,4011121976,6,false,1,25,75,8,38,1,39,61,6,34,2,4,6,14,PUNT,true,0,7,0,7
Iowa,Big Ten,Northwestern,Big Ten,401112197,4011121977,7,false,1,79,79,6,34,1,72,72,5,1,1,33,3,7,PUNT,false,7,0,7,0
Northwestern,Big Ten,Iowa,Big Ten,401112197,4011121978,8,false,1,34,66,5,1,1,37,63,3,52,1,9,3,3,PUNT,true,0,7,0,7
Iowa,Big Ten,Northwestern,Big Ten,401112197,4011121979,9,true,1,79,79,3,52,2,22,22,12,25,6,27,15,57,FG,false,7,0,10,0
Northwestern,Big Ten,Iowa,Big Ten,401112197,40111219710,10,false,2,21,79,12,20,2,58,42,7,43,4,37,9,37,PUNT,true,0,10,0,10
Iowa,Big Ten,Northwestern,Big Ten,401112197,40111219711,11,false,2,98,98,7,43,2,49,49,4,25,3,18,5,49,PUNT,false,10,0,10,0
Northwestern,Big Ten,Iowa,Big Ten,401112197,40111219712,12,false,2,16,84,4,25,2,21,79,2,37,1,48,3,5,PUNT,true,0,10,0,10
Iowa,Big Ten,Northwestern,Big Ten,401112197,40111219713,13,false,2,54,54,2,37,2,45,45,0,38,1,59,3,9,PUNT,false,10,0,10,0
Northwestern,Big Ten,Iowa,Big Ten,401112197,40111219714,14,false,2,20,80,0,38,2,19,81,0,0,0,38,1,-1,END OF HALF,true,0,10,0,10
Northwestern,Big Ten,Iowa,Big Ten,401112197,40111219715,15,false,3,25,75,15,0,3,59,41,11,24,3,36,8,34,DOWNS,true,0,10,0,10
Iowa,Big Ten,Northwestern,Big Ten,401112197,40111219716,16,true,3,59,59,11,24,3,0,0,5,23,6,1,13,59,TD,false,10,0,17,0
Northwestern,Big Ten,Iowa,Big Ten,401112197,40111219717,17,false,3,35,65,5,23,3,72,28,2,16,3,7,8,37,DOWNS,true,0,17,0,17
Iowa,Big Ten,Northwestern,Big Ten,401112197,40111219718,18,false,3,72,72,2,16,3,69,69,0,50,1,26,3,3,PUNT,false,17,0,17,0
Northwestern,Big Ten,Iowa,Big Ten,401112197,40111219719,19,false,3,34,66,0,50,4,38,62,14,48,1,2,3,4,PUNT,true,0,17,0,17
Iowa,Big Ten,Northwestern,Big Ten,401112197,40111219720,20,true,4,71,71,14,48,4,10,10,9,58,4,50,9,61,FG,false,17,0,20,0
Northwestern,Big Ten,Iowa,Big Ten,401112197,40111219721,21,false,4,15,85,9,53,4,56,44,7,9,2,44,9,41,DOWNS,true,0,20,0,20
Iowa,Big Ten,Northwestern,Big Ten,401112197,40111219722,22,false,4,56,56,7,9,4,70,70,4,54,2,15,4,-14,PUNT,false,20,0,20,0
Northwestern,Big Ten,Iowa,Big Ten,401112197,40111219723,23,false,4,14,86,4,54,4,30,70,2,21,2,33,7,16,PUNT,true,0,20,0,20
Iowa,Big Ten,Northwestern,Big Ten,401112197,40111219724,24,false,4,44,44,2,21,4,49,49,0,0,2,21,4,-5,DOWNS,false,20,0,20,0
Wisconsin,Big Ten,Iowa,Big Ten,401112198,4011121981,1,false,1,25,75,15,0,1,39,61,12,41,2,19,5,14,PUNT,true,0,0,0,0
Iowa,Big Ten,Wisconsin,Big Ten,401112198,4011121982,2,false,1,72,72,12,41,1,57,57,9,56,2,45,4,15,PUNT,false,0,0,0,0
Wisconsin,Big Ten,Iowa,Big Ten,401112198,4011121983,3,false,1,17,83,9,56,1,15,85,8,40,1,16,3,-2,FUMBLE,true,0,0,0,0
Iowa,Big Ten,Wisconsin,Big Ten,401112198,4011121984,4,true,1,16,16,8,40,1,6,6,7,38,1,2,4,10,FG,false,0,0,3,0
Wisconsin,Big Ten,Iowa,Big Ten,401112198,4011121985,5,false,1,29,71,7,38,1,87,13,1,38,6,0,11,58,MISSED FG,true,0,3,0,3
Iowa,Big Ten,Wisconsin,Big Ten,401112198,4011121986,6,false,1,80,80,1,38,2,41,41,13,46,2,52,6,39,FUMBLE,false,3,0,3,0
Wisconsin,Big Ten,Iowa,Big Ten,401112198,4011121987,7,true,2,41,59,13,46,2,100,0,9,44,4,2,7,59,TD,true,0,3,7,3
Iowa,Big Ten,Wisconsin,Big Ten,401112198,4011121988,8,true,2,75,75,9,44,2,22,22,6,31,3,13,8,53,FG,false,3,7,6,7
Wisconsin,Big Ten,Iowa,Big Ten,401112198,4011121989,9,true,2,24,76,6,31,2,100,0,0,14,6,17,13,76,TD,true,7,6,14,6
Iowa,Big Ten,Wisconsin,Big Ten,401112198,40111219810,10,false,2,75,75,0,14,2,76,76,0,0,0,14,1,-1,END OF HALF,false,6,14,6,14
Iowa,Big Ten,Wisconsin,Big Ten,401112198,40111219811,11,false,3,75,75,15,0,3,57,57,12,58,2,2,4,18,PUNT,false,6,14,6,14
Wisconsin,Big Ten,Iowa,Big Ten,401112198,40111219812,12,false,3,15,85,12,58,3,22,78,10,59,1,59,3,7,PUNT,true,14,6,14,6
Iowa,Big Ten,Wisconsin,Big Ten,401112198,40111219813,13,false,3,58,58,10,59,3,43,43,9,0,1,59,4,15,PUNT,false,6,14,6,14
Wisconsin,Big Ten,Iowa,Big Ten,401112198,40111219814,14,false,3,9,91,9,0,3,27,73,6,11,2,49,6,18,PUNT,true,14,6,14,6
Iowa,Big Ten,Wisconsin,Big Ten,401112198,40111219815,15,false,3,61,61,6,11,3,63,63,4,24,1,47,3,-2,PUNT,false,6,14,6,14
Wisconsin,Big Ten,Iowa,Big Ten,401112198,40111219816,16,true,3,14,86,4,24,3,100,0,2,16,2,8,4,86,TD,true,14,6,21,6
Iowa,Big Ten,Wisconsin,Big Ten,401112198,40111219817,17,true,3,75,75,2,16,4,0,0,14,6,3,10,9,75,TD,false,6,21,13,21
Wisconsin,Big Ten,Iowa,Big Ten,401112198,40111219818,18,false,4,21,79,14,6,4,41,59,12,42,1,24,3,20,INT,true,21,13,21,13
Iowa,Big Ten,Wisconsin,Big Ten,401112198,40111219819,19,true,4,47,47,12,42,4,21,21,9,27,3,15,10,26,FG,false,13,21,16,21
Wisconsin,Big Ten,Iowa,Big Ten,401112198,40111219820,20,true,4,25,75,9,27,4,89,11,3,29,5,58,10,64,FG,true,21,16,24,16
Iowa,Big Ten,Wisconsin,Big Ten,401112198,40111219821,21,true,4,75,75,3,29,4,0,0,3,12,0,17,1,75,TD,false,16,24,22,24
Wisconsin,Big Ten,Iowa,Big Ten,401112198,40111219822,22,false,4,25,75,3,12,4,87,13,0,0,2,41,8,62,Uncategorized,true,24,22,24,22
Iowa,Big Ten,Minnesota,Big Ten,401112199,4011121991,1,true,1,25,75,15,0,1,100,0,11,26,3,34,8,75,TD,true,0,0,6,0
Minnesota,Big Ten,Iowa,Big Ten,401112199,4011121992,2,false,1,79,79,11,26,1,32,32,5,45,5,41,12,47,MISSED FG,false,0,6,0,6
Iowa,Big Ten,Minnesota,Big Ten,401112199,4011121993,3,true,1,32,68,5,45,1,100,0,0,18,5,27,9,68,TD,true,6,0,13,0
Minnesota,Big Ten,Iowa,Big Ten,401112199,4011121994,4,true,1,93,93,0,18,2,6,6,9,47,5,31,12,87,FG,false,0,13,3,13
Iowa,Big Ten,Minnesota,Big Ten,401112199,4011121995,5,true,2,31,69,9,47,2,100,0,6,20,3,27,6,69,TD,true,13,3,20,3
Minnesota,Big Ten,Iowa,Big Ten,401112199,4011121996,6,false,2,75,75,6,20,2,32,32,3,30,2,50,9,50,DOWNS,false,3,20,3,20
Iowa,Big Ten,Minnesota,Big Ten,401112199,4011121997,7,false,2,2,98,2,24,2,11,89,0,39,1,45,3,9,PUNT,true,20,3,20,3
Minnesota,Big Ten,Iowa,Big Ten,401112199,4011121998,8,true,2,46,46,0,39,2,65,65,0,0,0,39,5,44,END OF HALF,false,3,20,6,20
Minnesota,Big Ten,Iowa,Big Ten,401112199,4011121999,9,true,3,66,66,15,0,3,0,0,11,35,3,25,6,66,TD,false,6,20,13,20
Iowa,Big Ten,Minnesota,Big Ten,401112199,40111219910,10,false,3,25,75,11,35,3,46,54,8,0,3,35,8,21,PUNT,true,20,13,20,13
Minnesota,Big Ten,Iowa,Big Ten,401112199,40111219911,11,false,3,90,90,8,0,3,14,14,1,16,6,44,12,76,DOWNS,false,13,20,13,20
Iowa,Big Ten,Minnesota,Big Ten,401112199,40111219912,12,false,3,14,86,1,16,4,42,58,12,54,3,22,6,35,PUNT,true,20,13,20,13
Minnesota,Big Ten,Iowa,Big Ten,401112199,40111219913,13,false,4,77,77,12,54,4,78,78,11,22,1,32,3,-1,PUNT,false,13,20,13,20
Iowa,Big Ten,Minnesota,Big Ten,401112199,40111219914,14,true,4,61,39,11,22,4,90,10,7,13,4,9,10,29,FG,true,20,13,23,13
Minnesota,Big Ten,Iowa,Big Ten,401112199,40111219915,15,true,4,75,75,7,13,4,0,0,3,27,3,46,9,75,TD,false,13,23,19,23
Iowa,Big Ten,Minnesota,Big Ten,401112199,40111219916,16,false,4,53,47,3,27,4,58,42,1,52,1,35,3,5,PUNT,true,23,19,23,19
Minnesota,Big Ten,Iowa,Big Ten,401112199,40111219917,17,false,4,80,80,1,52,4,91,91,0,46,1,6,4,-11,INT,false,19,23,19,23
Iowa,Big Ten,Minnesota,Big Ten,401112199,40111219918,18,false,4,52,48,0,46,4,46,54,0,0,0,46,2,-6,END OF 4TH QUARTER,true,23,19,23,19
Iowa,Big Ten,Nebraska,Big Ten,401112200,4011122001,1,false,1,75,75,15,0,1,58,58,13,33,1,27,4,17,PUNT,false,0,0,0,0
Nebraska,Big Ten,Iowa,Big Ten,401112200,4011122002,2,false,1,13,87,13,33,1,19,81,11,39,0,0,3,6,PUNT,true,0,0,0,0
Iowa,Big Ten,Nebraska,Big Ten,401112200,4011122003,3,true,1,56,56,11,39,1,0,0,11,4,0,35,2,56,TD,false,0,0,7,0
Nebraska,Big Ten,Iowa,Big Ten,401112200,4011122004,4,false,1,25,75,11,4,1,61,39,9,21,1,43,7,36,PUNT,true,0,7,0,7
Iowa,Big Ten,Nebraska,Big Ten,401112200,4011122005,5,false,1,96,96,9,21,1,90,90,7,2,2,19,3,6,PUNT,false,7,0,7,0
Nebraska,Big Ten,Iowa,Big Ten,401112200,4011122006,6,true,1,63,37,7,2,1,76,24,4,3,2,59,7,13,FG,true,0,7,3,7
Iowa,Big Ten,Nebraska,Big Ten,401112200,4011122007,7,true,1,63,63,3,58,1,0,0,3,8,0,50,2,63,TD,false,7,3,14,3
Nebraska,Big Ten,Iowa,Big Ten,401112200,4011122008,8,false,1,25,75,3,8,1,29,71,2,6,1,2,3,4,PUNT,true,3,14,3,14
Iowa,Big Ten,Nebraska,Big Ten,401112200,4011122009,9,true,1,72,72,2,6,2,31,31,11,37,5,29,13,41,FG,false,14,3,17,3
Nebraska,Big Ten,Iowa,Big Ten,401112200,40111220010,10,false,2,25,75,11,37,2,30,70,9,41,1,56,3,5,PUNT,true,3,17,3,17
Iowa,Big Ten,Nebraska,Big Ten,401112200,40111220011,11,true,2,73,73,9,41,2,66,66,8,54,0,47,2,7,INT TD,false,17,3,17,10
Iowa,Big Ten,Nebraska,Big Ten,401112200,40111220013,12,true,2,0,0,8,41,2,0,0,8,41,0,0,0,0,TD,false,24,10,24,10
Nebraska,Big Ten,Iowa,Big Ten,401112200,40111220014,13,false,2,25,75,8,41,2,51,49,5,6,3,35,7,26,PUNT,true,10,24,10,24
Iowa,Big Ten,Nebraska,Big Ten,401112200,40111220015,14,false,2,92,92,5,6,2,78,78,3,4,2,2,5,14,PUNT,false,24,10,24,10
Nebraska,Big Ten,Iowa,Big Ten,401112200,40111220016,15,false,2,35,65,3,4,2,69,31,0,41,2,23,7,34,INT,true,10,24,10,24
Iowa,Big Ten,Nebraska,Big Ten,401112200,40111220017,16,false,2,75,75,0,41,2,77,77,0,0,0,41,1,-2,END OF HALF,false,24,10,24,10
Nebraska,Big Ten,Iowa,Big Ten,401112200,40111220018,17,false,3,15,85,14,56,3,37,63,11,1,3,55,10,22,PUNT,true,10,24,10,24
Iowa,Big Ten,Nebraska,Big Ten,401112200,40111220019,18,false,3,71,71,11,1,3,72,72,10,0,1,1,3,-1,PUNT,false,24,10,24,10
Nebraska,Big Ten,Iowa,Big Ten,401112200,40111220020,19,true,3,41,59,10,0,3,100,0,8,24,1,36,5,59,TD,true,10,24,17,24
Iowa,Big Ten,Nebraska,Big Ten,401112200,40111220021,20,false,3,79,79,8,22,3,86,86,6,26,1,56,3,-7,PUNT,false,24,17,24,17
Nebraska,Big Ten,Iowa,Big Ten,401112200,40111220022,21,true,3,40,60,6,26,3,100,0,0,32,5,54,13,60,TD,true,17,24,24,24
Iowa,Big Ten,Nebraska,Big Ten,401112200,40111220023,22,false,3,68,68,0,28,3,59,59,0,0,0,0,3,9,PUNT,false,24,24,24,24
Nebraska,Big Ten,Iowa,Big Ten,401112200,40111220024,23,false,4,9,91,14,26,4,17,83,12,36,1,50,3,8,PUNT,true,24,24,24,24
Iowa,Big Ten,Nebraska,Big Ten,401112200,40111220025,24,false,4,45,45,12,36,4,44,44,10,52,1,44,3,1,PUNT,false,24,24,24,24
Nebraska,Big Ten,Iowa,Big Ten,401112200,40111220026,25,false,4,2,98,10,52,4,11,89,9,10,1,42,3,9,PUNT,true,24,24,24,24
Iowa,Big Ten,Nebraska,Big Ten,401112200,40111220027,26,false,4,53,53,9,10,4,34,34,4,32,4,38,6,19,PUNT,false,24,24,24,24
Nebraska,Big Ten,Iowa,Big Ten,401112200,40111220028,27,false,4,20,80,4,32,4,13,87,3,14,1,18,3,-7,PUNT,true,24,24,24,24
Iowa,Big Ten,Nebraska,Big Ten,401112200,40111220029,28,false,4,63,63,3,14,4,30,30,2,32,0,42,2,33,FUMBLE,false,24,24,24,24
Nebraska,Big Ten,Iowa,Big Ten,401112200,40111220030,29,false,4,30,70,2,32,4,39,61,0,32,2,0,6,9,PUNT,true,24,24,24,24
Iowa,Big Ten,Nebraska,Big Ten,401112200,40111220031,30,true,4,74,74,0,32,4,30,30,0,1,0,31,6,44,FG,false,24,24,27,24
Iowa,Big Ten,USC,Pac-12,401136253,4011362531,1,true,1,25,75,15,0,1,100,0,8,25,6,35,10,75,TD,true,0,0,7,0
USC,Pac-12,Iowa,Big Ten,401136253,4011362532,2,true,1,75,75,8,25,1,0,0,4,37,3,48,9,75,TD,false,0,7,7,7
Iowa,Big Ten,USC,Pac-12,401136253,4011362533,3,true,1,28,72,4,37,2,100,0,11,22,8,15,15,72,TD,true,7,7,14,7
USC,Pac-12,Iowa,Big Ten,401136253,4011362534,4,true,2,77,77,11,22,2,0,0,6,3,5,19,11,77,TD,false,7,14,14,14
Iowa,Big Ten,USC,Pac-12,401136253,4011362535,5,true,2,100,0,6,3,2,100,0,5,48,0,15,0,0,TD,true,21,14,21,14
USC,Pac-12,Iowa,Big Ten,401136253,4011362536,6,false,2,75,75,5,48,2,75,75,4,25,1,23,3,0,PUNT,false,14,21,14,21
Iowa,Big Ten,USC,Pac-12,401136253,4011362537,7,true,2,48,52,4,25,2,100,0,1,18,3,7,6,52,TD,true,21,14,28,14
USC,Pac-12,Iowa,Big Ten,401136253,4011362538,8,true,2,75,75,1,18,2,65,65,0,0,1,18,11,61,END OF HALF,false,14,28,17,28
USC,Pac-12,Iowa,Big Ten,401136253,4011362539,9,true,3,75,75,15,0,3,0,0,13,29,1,31,4,75,TD,false,17,28,24,28
USC,Pac-12,Iowa,Big Ten,401136253,40113625310,10,false,3,54,54,13,29,3,50,50,11,13,2,16,4,4,FUMBLE,false,24,28,24,28
Iowa,Big Ten,USC,Pac-12,401136253,40113625311,11,true,3,10,90,11,13,3,100,0,3,54,7,19,14,90,TD,true,28,24,35,24
USC,Pac-12,Iowa,Big Ten,401136253,40113625312,12,false,3,75,75,3,54,3,50,50,2,20,1,34,4,32,FUMBLE,false,24,35,24,35
Iowa,Big Ten,USC,Pac-12,401136253,40113625313,13,false,3,43,57,2,20,3,46,54,1,20,1,0,3,3,PUNT,true,35,24,35,24
USC,Pac-12,Iowa,Big Ten,401136253,40113625314,14,false,3,85,85,1,20,3,84,84,0,15,1,5,3,1,PUNT,false,24,35,24,35
Iowa,Big Ten,USC,Pac-12,401136253,40113625315,15,false,3,32,68,0,15,4,37,63,14,44,0,31,3,5,PUNT,true,35,24,35,24
USC,Pac-12,Iowa,Big Ten,401136253,40113625316,16,false,4,89,89,14,44,4,80,80,13,46,0,58,3,-5,FUMBLE,false,24,35,24,35
Iowa,Big Ten,USC,Pac-12,401136253,40113625317,17,true,4,94,6,13,46,4,100,0,12,52,0,54,3,6,TD,true,35,24,42,24
USC,Pac-12,Iowa,Big Ten,401136253,40113625318,18,false,4,75,75,12,52,4,61,61,10,19,2,33,4,14,PUNT,false,24,42,24,42
Iowa,Big Ten,USC,Pac-12,401136253,40113625319,19,false,4,26,74,10,19,4,12,88,8,11,2,8,3,-14,PUNT,true,42,24,42,24
USC,Pac-12,Iowa,Big Ten,401136253,40113625320,20,false,4,43,43,8,11,4,21,21,5,12,2,59,8,22,MISSED FG,false,24,42,24,42
Iowa,Big Ten,USC,Pac-12,401136253,40113625321,21,false,4,21,79,5,12,4,50,50,1,52,3,20,6,29,PUNT,true,42,24,42,24
USC,Pac-12,Iowa,Big Ten,401136253,40113625322,22,true,4,87,87,1,52,4,87,87,1,43,0,9,1,0,INT TD,false,24,49,24,49
USC,Pac-12,Iowa,Big Ten,401136253,40113625323,23,false,4,75,75,1,43,4,78,78,0,0,1,43,3,3,Uncategorized,false,24,49,24,49
