offense,offense_conference,defense,defense_conference,game_id,id,drive_number,scoring,start_period,start_yardline,start_yards_to_goal,start_time.minutes,start_time.seconds,end_period,end_yardline,end_yards_to_goal,end_time.minutes,end_time.seconds,elapsed.minutes,elapsed.seconds,plays,yards,drive_result,is_home_offense,start_offense_score,start_defense_score,end_offense_score,end_defense_score
Iowa,Big Ten,Illinois,Big Ten,401282721,40128272118,18,false,3,25,75,2,46,3,37,63,0,1,2,45,6,12,PUNT,true,20,16,20,16
Illinois,Big Ten,Iowa,Big Ten,401282721,40128272119,19,false,3,95,95,0,1,4,94,94,14,33,0,28,3,1,PUNT,false,16,20,16,20
Iowa,Big Ten,Illinois,Big Ten,401282721,40128272120,20,false,4,37,63,14,33,4,34,66,13,2,1,31,3,-3,PUNT,true,20,16,20,16
Illinois,Big Ten,Iowa,Big Ten,401282721,40128272121,21,false,4,93,93,13,2,4,101,101,0,0,1,24,3,8,Uncategorized,false,16,20,16,20
Iowa,Big Ten,Illinois,Big Ten,401282721,40128272122,22,true,4,83,17,11,27,4,90,10,9,53,1,34,5,7,FG,true,20,16,23,16
Illinois,Big Ten,Iowa,Big Ten,401282721,40128272123,23,false,4,75,75,9,51,4,77,77,7,44,2,7,3,-2,PUNT,false,16,23,16,23
Iowa,Big Ten,Illinois,Big Ten,401282721,40128272124,24,false,4,18,82,7,44,4,20,80,7,2,0,42,2,2,INT,true,23,16,23,16
Illinois,Big Ten,Iowa,Big Ten,401282721,40128272125,25,false,4,53,53,7,2,4,46,46,5,37,1,25,4,7,DOWNS,false,16,23,16,23
Iowa,Big Ten,Illinois,Big Ten,401282721,40128272126,26,true,4,46,54,5,37,4,89,11,1,55,3,42,7,43,FG,true,23,16,26,16
Illinois,Big Ten,Iowa,Big Ten,401282721,40128272127,27,true,4,75,75,1,55,4,75,75,1,36,0,19,2,0,INT TD,false,16,26,16,33
Illinois,Big Ten,Iowa,Big Ten,401282721,40128272128,28,true,4,75,75,1,36,4,0,0,0,31,1,5,5,75,TD,false,16,33,23,33
Iowa,Big Ten,Illinois,Big Ten,401282721,40128272129,29,false,4,56,44,0,31,4,54,46,0,0,0,31,1,-2,END OF GAME,true,33,23,33,23
Iowa,Big Ten,Indiana,Big Ten,401282723,4012827231,1,true,1,33,67,15,0,1,100,0,13,35,1,25,4,67,TD,true,0,0,7,0
Indiana,Big Ten,Iowa,Big Ten,401282723,4012827232,2,true,1,75,75,13,35,1,71,71,12,45,0,50,3,4,INT TD,false,0,7,0,14
Indiana,Big Ten,Iowa,Big Ten,401282723,4012827233,3,false,1,75,75,12,45,1,50,50,10,0,2,45,6,25,PUNT,false,0,14,0,14
Iowa,Big Ten,Indiana,Big Ten,401282723,4012827234,4,false,1,17,83,10,0,1,21,79,8,12,1,48,3,4,PUNT,true,14,0,14,0
Indiana,Big Ten,Iowa,Big Ten,401282723,4012827235,5,true,1,68,68,8,12,1,19,19,4,28,3,44,9,49,FG,false,0,14,3,14
Iowa,Big Ten,Indiana,Big Ten,401282723,4012827236,6,false,1,24,76,4,28,1,39,61,2,6,2,22,5,15,PUNT,true,14,3,14,3
Indiana,Big Ten,Iowa,Big Ten,401282723,4012827237,7,false,1,85,85,2,6,1,88,88,0,18,1,48,3,-3,PUNT,false,3,14,3,14
Iowa,Big Ten,Indiana,Big Ten,401282723,4012827238,8,true,1,52,48,0,18,2,100,0,11,54,3,24,8,48,TD,true,14,3,21,3
Indiana,Big Ten,Iowa,Big Ten,401282723,4012827239,9,false,2,75,75,11,54,2,55,55,8,16,3,38,7,20,PUNT,false,3,21,3,21
Iowa,Big Ten,Indiana,Big Ten,401282723,40128272310,10,false,2,26,74,8,16,2,46,54,6,30,1,46,5,20,PUNT,true,21,3,21,3
Indiana,Big Ten,Iowa,Big Ten,401282723,40128272311,11,false,2,80,80,6,30,2,64,64,3,0,3,30,6,16,PUNT,false,3,21,3,21
Iowa,Big Ten,Indiana,Big Ten,401282723,40128272312,12,false,2,26,74,3,0,2,50,50,1,50,1,10,3,26,FUMBLE,true,21,3,21,3
Indiana,Big Ten,Iowa,Big Ten,401282723,40128272313,13,true,2,52,52,1,50,2,52,52,1,41,0,9,1,0,INT TD,false,3,28,3,28
Indiana,Big Ten,Iowa,Big Ten,401282723,40128272314,14,false,2,75,75,1,41,2,66,66,1,12,0,29,2,9,INT,false,3,28,3,28
Iowa,Big Ten,Indiana,Big Ten,401282723,40128272315,15,true,2,56,44,1,12,2,35,65,0,0,1,12,8,21,END OF HALF,true,28,3,31,3
Indiana,Big Ten,Iowa,Big Ten,401282723,40128272316,16,true,3,75,75,15,0,3,23,23,8,39,6,21,12,52,FG,false,3,31,6,31
Iowa,Big Ten,Indiana,Big Ten,401282723,40128272317,17,false,3,35,65,8,39,3,41,59,7,39,1,0,3,6,PUNT,true,31,6,31,6
Indiana,Big Ten,Iowa,Big Ten,401282723,40128272318,18,false,3,80,80,7,39,3,74,74,5,49,1,50,3,6,PUNT,false,6,31,6,31
Iowa,Big Ten,Indiana,Big Ten,401282723,40128272319,19,false,3,26,74,5,49,3,57,43,1,47,4,2,9,31,PUNT,true,31,6,31,6
Indiana,Big Ten,Iowa,Big Ten,401282723,40128272320,20,false,3,80,80,1,47,3,75,75,0,47,1,0,3,5,PUNT,false,6,31,6,31
Iowa,Big Ten,Indiana,Big Ten,401282723,40128272321,21,true,3,43,57,0,47,4,83,17,9,52,5,55,11,40,FG,true,31,6,34,6
Indiana,Big Ten,Iowa,Big Ten,401282723,40128272322,22,false,4,75,75,9,52,4,71,71,8,50,1,2,3,4,PUNT,false,6,34,6,34
Iowa,Big Ten,Indiana,Big Ten,401282723,40128272323,23,false,4,31,69,8,50,4,55,45,6,31,2,19,4,46,FUMBLE,true,34,6,34,6
Indiana,Big Ten,Iowa,Big Ten,401282723,40128272324,24,false,4,77,77,6,31,4,57,57,2,58,3,33,6,20,PUNT,false,6,34,6,34
Iowa,Big Ten,Indiana,Big Ten,401282723,40128272325,25,false,4,20,80,2,58,4,21,79,1,25,1,33,3,1,PUNT,true,34,6,34,6
Indiana,Big Ten,Iowa,Big Ten,401282723,40128272326,26,false,4,71,71,1,25,4,70,70,0,0,1,25,2,1,END OF GAME,false,6,34,6,34
Iowa,Big Ten,Iowa State,Big 12,401282754,4012827541,1,false,1,73,73,15,0,1,66,66,13,31,1,29,3,7,PUNT,false,0,0,0,0
Iowa State,Big 12,Iowa,Big Ten,401282754,4012827542,2,false,1,8,92,13,31,1,9,91,12,31,1,0,3,1,PUNT,true,0,0,0,0
Iowa,Big Ten,Iowa State,Big 12,401282754,4012827543,3,false,1,61,61,12,31,1,56,56,11,17,1,14,3,5,PUNT,false,0,0,0,0
Iowa State,Big 12,Iowa,Big Ten,401282754,4012827544,4,false,1,6,94,11,17,1,20,80,8,29,2,48,5,14,PUNT,true,0,0,0,0
Iowa,Big Ten,Iowa State,Big 12,401282754,4012827545,5,false,1,41,41,8,29,1,32,32,6,7,2,22,5,9,MISSED FG,false,0,0,0,0
Iowa State,Big 12,Iowa,Big Ten,401282754,4012827546,6,true,1,60,40,6,7,1,95,5,0,39,5,28,11,63,FG,true,0,0,3,0
Iowa,Big Ten,Iowa State,Big 12,401282754,4012827547,7,false,1,75,75,0,39,2,56,56,12,11,3,28,6,19,PUNT,false,0,3,0,3
Iowa State,Big 12,Iowa,Big Ten,401282754,4012827548,8,false,2,10,90,12,11,2,10,90,12,3,0,8,1,0,INT,true,3,0,3,0
Iowa,Big Ten,Iowa State,Big 12,401282754,4012827549,9,true,2,49,49,12,3,2,0,0,8,13,3,50,8,49,TD,false,0,3,7,3
Iowa State,Big 12,Iowa,Big Ten,401282754,40128275410,10,false,2,25,75,8,13,2,44,56,5,35,2,38,6,19,PUNT,true,3,7,3,7
Iowa,Big Ten,Iowa State,Big 12,401282754,40128275411,11,true,2,71,71,5,35,2,0,0,1,1,4,34,10,71,TD,false,7,3,14,3
Iowa State,Big 12,Iowa,Big Ten,401282754,40128275412,12,true,2,25,75,1,1,2,0,100,0,7,0,54,5,75,TD,true,3,14,10,14
Iowa,Big Ten,Iowa State,Big 12,401282754,40128275413,13,false,2,64,64,0,7,2,64,64,0,0,0,0,0,0,Uncategorized,false,14,10,14,10
Iowa State,Big 12,Iowa,Big Ten,401282754,40128275414,14,false,3,25,75,15,0,3,48,52,12,7,2,53,8,23,PUNT,true,10,14,10,14
Iowa,Big Ten,Iowa State,Big 12,401282754,40128275415,15,false,3,90,90,12,7,3,94,94,10,25,1,42,3,-4,PUNT,false,14,10,14,10
Iowa State,Big 12,Iowa,Big Ten,401282754,40128275416,16,false,3,25,75,10,25,3,13,87,8,12,2,13,3,-12,PUNT,true,10,14,10,14
Iowa,Big Ten,Iowa State,Big 12,401282754,40128275417,17,false,3,43,43,8,12,3,41,41,5,16,2,56,5,2,PUNT,false,14,10,14,10
Iowa State,Big 12,Iowa,Big Ten,401282754,40128275418,18,true,3,6,94,5,16,3,6,94,5,8,0,8,1,0,FUMBLE TD,true,10,21,10,21
Iowa State,Big 12,Iowa,Big Ten,401282754,40128275419,19,false,3,25,75,5,8,3,26,74,4,23,0,45,2,1,INT,true,10,21,10,21
Iowa,Big Ten,Iowa State,Big 12,401282754,40128275420,20,true,3,25,25,4,23,3,33,33,2,56,1,27,4,-8,FG,false,21,10,24,10
Iowa State,Big 12,Iowa,Big Ten,401282754,40128275421,21,false,3,25,75,2,56,3,46,54,0,45,2,11,6,29,INT,true,10,24,10,24
Iowa,Big Ten,Iowa State,Big 12,401282754,40128275422,22,true,3,22,22,0,45,4,4,4,12,53,2,52,6,18,FG,false,24,10,27,10
Iowa State,Big 12,Iowa,Big Ten,401282754,40128275423,23,false,4,25,75,12,53,4,29,71,11,25,1,28,3,4,PUNT,true,10,27,10,27
Iowa,Big Ten,Iowa State,Big 12,401282754,40128275424,24,false,4,75,75,11,25,4,71,71,9,52,1,33,3,4,PUNT,false,27,10,27,10
Iowa State,Big 12,Iowa,Big Ten,401282754,40128275425,25,false,4,24,76,9,52,4,26,74,8,19,1,33,3,2,PUNT,true,10,27,10,27
Iowa,Big Ten,Iowa State,Big 12,401282754,40128275426,26,false,4,66,66,8,19,4,65,65,6,27,1,52,3,1,PUNT,false,27,10,27,10
Iowa State,Big 12,Iowa,Big Ten,401282754,40128275427,27,true,4,17,83,6,27,4,0,100,3,27,3,0,7,83,TD,true,10,27,17,27
Iowa,Big Ten,Iowa State,Big 12,401282754,40128275428,28,false,4,51,51,3,27,4,45,45,1,46,1,41,3,6,PUNT,false,27,17,27,17
Iowa State,Big 12,Iowa,Big Ten,401282754,40128275429,29,false,4,20,80,1,46,4,28,72,0,31,1,15,8,52,MISSED FG,true,17,27,17,27
Iowa,Big Ten,Iowa State,Big 12,401282754,40128275430,30,false,4,65,65,0,31,4,73,73,0,0,0,31,1,-1,END OF 4TH QUARTER,false,27,17,27,17
Iowa,Big Ten,Kent State,Mid-American,401282755,4012827551,1,false,1,26,74,15,0,1,58,42,11,51,3,9,6,32,PUNT,true,0,0,0,0
Kent State,Mid-American,Iowa,Big Ten,401282755,4012827552,2,false,1,75,75,11,51,1,67,67,10,22,1,29,3,8,PUNT,false,0,0,0,0
Iowa,Big Ten,Kent State,Mid-American,401282755,4012827553,3,false,1,38,62,10,22,1,32,68,9,25,0,57,3,-6,PUNT,true,0,0,0,0
Kent State,Mid-American,Iowa,Big Ten,401282755,4012827554,4,true,1,92,92,9,25,1,85,85,8,3,1,22,3,-8,SF,false,0,0,0,2
Iowa,Big Ten,Kent State,Mid-American,401282755,4012827555,5,true,1,45,55,8,3,1,100,0,6,34,1,29,3,55,TD,true,2,0,9,0
Kent State,Mid-American,Iowa,Big Ten,401282755,4012827556,6,true,1,75,75,6,34,1,0,0,5,0,1,34,5,75,TD,false,0,9,7,9
Iowa,Big Ten,Kent State,Mid-American,401282755,4012827557,7,false,1,25,75,5,0,1,78,22,0,58,4,2,9,53,FUMBLE,true,9,7,9,7
Kent State,Mid-American,Iowa,Big Ten,401282755,4012827558,8,false,1,78,78,0,58,2,73,73,13,38,2,20,6,5,PUNT,false,7,9,7,9
Iowa,Big Ten,Kent State,Mid-American,401282755,4012827559,9,false,2,41,59,13,38,2,56,44,11,27,2,11,5,15,PUNT,true,9,7,9,7
Kent State,Mid-American,Iowa,Big Ten,401282755,40128275510,10,false,2,80,80,11,27,2,34,34,8,57,2,30,7,46,PUNT,false,7,9,7,9
Iowa,Big Ten,Kent State,Mid-American,401282755,40128275511,11,true,2,5,95,8,57,2,100,0,0,19,8,38,20,95,TD,true,9,7,16,7
Kent State,Mid-American,Iowa,Big Ten,401282755,40128275512,12,false,2,75,75,0,19,2,70,70,0,0,0,19,2,5,END OF HALF,false,7,16,7,16
Kent State,Mid-American,Iowa,Big Ten,401282755,40128275513,13,false,3,75,75,15,0,3,35,35,13,5,1,55,7,40,DOWNS,false,7,16,7,16
Iowa,Big Ten,Kent State,Mid-American,401282755,40128275514,14,false,3,35,65,13,5,3,40,60,11,34,1,31,3,5,PUNT,true,16,7,16,7
Kent State,Mid-American,Iowa,Big Ten,401282755,40128275515,15,false,3,76,76,11,34,3,4,4,6,47,4,47,15,75,DOWNS,false,7,16,7,16
Iowa,Big Ten,Kent State,Mid-American,401282755,40128275516,16,true,3,20,80,6,37,3,100,0,0,32,6,5,11,80,TD,true,16,7,23,7
Kent State,Mid-American,Iowa,Big Ten,401282755,40128275517,17,false,3,84,84,0,32,4,87,87,14,12,1,20,3,-3,PUNT,false,7,23,7,23
Iowa,Big Ten,Kent State,Mid-American,401282755,40128275518,18,false,4,57,43,14,12,4,58,42,11,25,2,47,4,4,DOWNS,true,23,7,23,7
Kent State,Mid-American,Iowa,Big Ten,401282755,40128275519,19,false,4,61,61,11,25,4,60,60,9,13,2,12,4,1,PUNT,false,7,23,7,23
Iowa,Big Ten,Kent State,Mid-American,401282755,40128275520,20,false,4,10,90,9,13,4,18,82,7,32,1,41,3,8,PUNT,true,23,7,23,7
Kent State,Mid-American,Iowa,Big Ten,401282755,40128275521,21,false,4,75,75,7,32,4,70,70,5,37,1,55,5,5,PUNT,false,7,23,7,23
Iowa,Big Ten,Kent State,Mid-American,401282755,40128275522,22,true,4,36,64,5,37,4,100,0,4,7,1,30,4,64,TD,true,23,7,30,7
Kent State,Mid-American,Iowa,Big Ten,401282755,40128275523,23,false,4,75,75,4,7,4,69,69,2,18,1,49,3,6,PUNT,false,7,30,7,30
Iowa,Big Ten,Kent State,Mid-American,401282755,40128275524,24,false,4,40,60,2,18,4,49,51,0,20,1,58,4,8,DOWNS,true,30,7,30,7
Kent State,Mid-American,Iowa,Big Ten,401282755,40128275525,25,false,4,48,48,0,20,4,43,43,0,0,0,20,1,5,END OF GAME,false,7,30,7,30
Colorado State,Mountain West,Iowa,Big Ten,401282756,4012827561,1,false,1,68,68,15,0,1,59,59,13,32,1,28,3,9,PUNT,false,0,0,0,0
Iowa,Big Ten,Colorado State,Mountain West,401282756,4012827562,2,false,1,20,80,13,32,1,37,63,9,45,3,47,6,17,PUNT,true,0,0,0,0
Colorado State,Mountain West,Iowa,Big Ten,401282756,4012827563,3,false,1,74,74,9,45,1,37,37,9,45,0,0,7,0,PUNT,false,0,0,0,0
Colorado State,Mountain West,Iowa,Big Ten,401282756,4012827564,4,false,1,39,39,7,12,1,31,31,6,5,1,7,3,8,DOWNS,false,0,0,0,0
Iowa,Big Ten,Colorado State,Mountain West,401282756,4012827565,5,false,1,31,69,6,5,1,43,57,4,33,1,32,4,12,PUNT,true,0,0,0,0
Colorado State,Mountain West,Iowa,Big Ten,401282756,4012827566,6,false,1,90,90,4,33,1,59,59,0,38,3,55,9,31,PUNT,false,0,0,0,0
Iowa,Big Ten,Colorado State,Mountain West,401282756,4012827567,7,true,1,13,87,0,38,2,100,0,13,45,1,53,5,87,TD,true,0,0,7,0
Colorado State,Mountain West,Iowa,Big Ten,401282756,4012827568,8,false,2,75,75,13,45,2,54,54,10,11,3,34,6,21,PUNT,false,0,7,0,7
Iowa,Big Ten,Colorado State,Mountain West,401282756,4012827569,9,false,2,7,93,10,11,2,13,87,7,57,2,14,3,6,PUNT,true,7,0,7,0
Colorado State,Mountain West,Iowa,Big Ten,401282756,40128275610,10,true,2,35,35,7,57,2,0,0,3,55,4,2,9,35,TD,false,0,7,7,7
Iowa,Big Ten,Colorado State,Mountain West,401282756,40128275611,11,false,2,27,73,3,55,2,86,14,1,32,2,23,5,59,INT,true,7,7,7,7
Colorado State,Mountain West,Iowa,Big Ten,401282756,40128275612,12,true,2,23,23,1,32,2,0,0,0,24,1,8,4,23,TD,false,7,7,14,7
Iowa,Big Ten,Colorado State,Mountain West,401282756,40128275613,13,false,2,25,75,0,24,2,23,77,0,0,0,24,1,-2,END OF HALF,true,7,14,7,14
Iowa,Big Ten,Colorado State,Mountain West,401282756,40128275614,14,false,3,25,75,15,0,3,54,46,12,21,2,39,4,29,PUNT,true,7,14,7,14
Colorado State,Mountain West,Iowa,Big Ten,401282756,40128275615,15,false,3,85,85,12,21,3,79,79,11,12,1,9,3,6,PUNT,false,14,7,14,7
Iowa,Big Ten,Colorado State,Mountain West,401282756,40128275616,16,false,3,40,60,11,12,3,35,65,9,40,1,32,3,-5,PUNT,true,7,14,7,14
Colorado State,Mountain West,Iowa,Big Ten,401282756,40128275617,17,false,3,81,81,9,40,3,94,94,8,24,1,16,3,-13,FUMBLE,false,14,7,14,7
Iowa,Big Ten,Colorado State,Mountain West,401282756,40128275618,18,true,3,94,6,8,24,3,100,0,8,17,0,7,1,6,TD,true,14,14,14,14
Colorado State,Mountain West,Iowa,Big Ten,401282756,40128275619,19,false,3,79,79,8,17,3,77,77,6,53,1,24,3,2,PUNT,false,14,14,14,14
Iowa,Big Ten,Colorado State,Mountain West,401282756,40128275620,20,true,3,59,41,6,53,3,100,0,6,1,0,52,3,41,TD,true,14,14,21,14
Colorado State,Mountain West,Iowa,Big Ten,401282756,40128275621,21,false,3,65,65,6,1,3,41,41,4,41,1,20,4,8,DOWNS,false,14,21,14,21
Iowa,Big Ten,Colorado State,Mountain West,401282756,40128275622,22,false,3,42,58,4,41,3,49,51,2,36,2,5,3,7,PUNT,true,21,14,21,14
Colorado State,Mountain West,Iowa,Big Ten,401282756,40128275623,23,false,3,99,99,2,36,4,80,80,14,48,2,48,6,19,PUNT,false,14,21,14,21
Iowa,Big Ten,Colorado State,Mountain West,401282756,40128275624,24,true,4,52,48,14,48,4,73,27,12,32,2,16,7,21,FG,true,21,14,24,14
Colorado State,Mountain West,Iowa,Big Ten,401282756,40128275625,25,false,4,75,75,12,32,4,62,62,9,48,2,44,6,13,PUNT,false,14,24,14,24
Iowa,Big Ten,Colorado State,Mountain West,401282756,40128275626,26,false,4,7,93,9,48,4,18,82,5,47,4,1,6,11,PUNT,true,24,14,24,14
Colorado State,Mountain West,Iowa,Big Ten,401282756,40128275627,27,false,4,76,76,5,47,4,42,42,3,8,2,39,8,34,DOWNS,false,14,24,14,24
Iowa,Big Ten,Colorado State,Mountain West,401282756,40128275628,28,false,4,42,58,3,8,4,39,61,1,17,1,51,3,-3,PUNT,true,24,14,24,14
Colorado State,Mountain West,Iowa,Big Ten,401282756,40128275629,29,false,4,80,80,1,17,4,96,96,0,54,0,23,4,-10,DOWNS,false,14,24,14,24
Iowa,Big Ten,Colorado State,Mountain West,401282756,40128275630,30,false,4,90,10,0,54,4,92,8,0,0,0,54,2,2,END OF GAME,true,24,14,24,14
Northwestern,Big Ten,Iowa,Big Ten,401282757,4012827571,1,false,1,25,75,15,0,1,32,68,13,34,1,26,3,7,PUNT,true,0,0,0,0
Iowa,Big Ten,Northwestern,Big Ten,401282757,4012827572,2,false,1,64,64,13,34,1,55,55,11,15,2,19,5,9,PUNT,false,0,0,0,0
Northwestern,Big Ten,Iowa,Big Ten,401282757,4012827573,3,false,1,20,80,11,15,1,33,67,9,33,1,42,7,13,PUNT,true,0,0,0,1
Iowa,Big Ten,Northwestern,Big Ten,401282757,4012827574,4,false,1,64,64,9,33,1,55,55,7,38,1,55,3,9,PUNT,false,0,0,0,0
Northwestern,Big Ten,Iowa,Big Ten,401282757,4012827575,5,false,1,10,90,7,38,1,48,52,4,56,2,42,8,38,PUNT,true,0,0,0,0
Iowa,Big Ten,Northwestern,Big Ten,401282757,4012827576,6,false,1,85,85,4,56,1,77,77,3,37,1,19,3,8,PUNT,false,0,0,0,0
Northwestern,Big Ten,Iowa,Big Ten,401282757,4012827577,7,false,1,35,65,3,37,1,35,65,2,16,1,21,3,0,PUNT,true,0,0,0,0
Iowa,Big Ten,Northwestern,Big Ten,401282757,4012827578,8,true,1,58,58,2,16,1,0,0,0,22,1,54,6,58,TD,false,0,0,7,0
Northwestern,Big Ten,Iowa,Big Ten,401282757,4012827579,9,false,1,25,75,0,22,2,35,65,13,59,1,23,4,10,INT,true,0,7,0,7
Iowa,Big Ten,Northwestern,Big Ten,401282757,40128275710,10,true,2,83,83,13,59,2,0,0,10,41,3,18,9,83,TD,false,7,0,14,0
Northwestern,Big Ten,Iowa,Big Ten,401282757,40128275711,11,false,2,25,75,10,41,2,48,52,6,30,4,11,10,23,PUNT,true,0,14,0,14
Iowa,Big Ten,Northwestern,Big Ten,401282757,40128275712,12,false,2,85,85,6,30,2,56,56,3,34,2,56,5,29,PUNT,false,14,0,14,0
Northwestern,Big Ten,Iowa,Big Ten,401282757,40128275713,13,true,2,91,9,3,34,2,96,4,2,11,1,23,4,5,FG,true,0,14,3,14
Iowa,Big Ten,Northwestern,Big Ten,401282757,40128275714,14,false,2,89,89,2,4,2,26,26,0,0,2,4,10,63,END OF HALF,false,14,3,14,3
Iowa,Big Ten,Northwestern,Big Ten,401282757,40128275715,15,false,3,78,78,14,53,3,61,61,12,37,2,16,4,17,PUNT,false,14,3,14,3
Northwestern,Big Ten,Iowa,Big Ten,401282757,40128275716,16,false,3,20,80,12,37,3,24,76,11,2,1,35,3,4,PUNT,true,3,14,3,14
Iowa,Big Ten,Northwestern,Big Ten,401282757,40128275717,17,true,3,55,55,11,2,3,7,7,7,5,3,57,9,48,FG,false,14,3,17,3
Northwestern,Big Ten,Iowa,Big Ten,401282757,40128275718,18,true,3,3,97,7,5,3,88,12,1,58,5,7,12,85,FG,true,3,17,6,17
Iowa,Big Ten,Northwestern,Big Ten,401282757,40128275719,19,false,3,48,48,1,58,3,43,43,0,30,1,28,3,5,PUNT,false,17,6,17,6
Northwestern,Big Ten,Iowa,Big Ten,401282757,40128275720,20,false,3,8,92,0,30,4,26,74,12,49,2,41,5,18,PUNT,true,6,17,6,17
Iowa,Big Ten,Northwestern,Big Ten,401282757,40128275721,21,false,4,64,64,12,49,4,58,58,11,20,1,29,3,6,PUNT,false,17,6,17,6
Northwestern,Big Ten,Iowa,Big Ten,401282757,40128275722,22,false,4,15,85,11,20,4,75,25,8,2,3,18,9,60,INT,true,6,17,6,17
Iowa,Big Ten,Northwestern,Big Ten,401282757,40128275723,23,false,4,80,80,8,2,4,38,38,4,20,3,42,5,42,PUNT,false,17,6,17,6
Northwestern,Big Ten,Iowa,Big Ten,401282757,40128275724,24,true,4,15,85,4,20,4,100,0,2,21,1,59,8,85,TD,true,6,17,12,17
Iowa,Big Ten,Northwestern,Big Ten,401282757,40128275725,25,false,4,70,70,2,15,4,66,66,1,51,0,24,3,4,PUNT,false,17,12,17,12
Northwestern,Big Ten,Iowa,Big Ten,401282757,40128275726,26,false,4,24,76,1,51,4,24,76,1,44,0,7,1,0,INT,true,12,17,12,17
Iowa,Big Ten,Northwestern,Big Ten,401282757,40128275727,27,false,4,42,42,1,44,4,47,47,0,0,1,44,3,-5,END OF GAME,false,17,12,17,12
Iowa,Big Ten,Penn State,Big Ten,401282758,4012827581,1,false,1,25,75,15,0,1,51,49,12,39,2,21,7,26,PUNT,true,0,0,0,0
Penn State,Big Ten,Iowa,Big Ten,401282758,4012827582,2,false,1,98,98,12,39,1,98,98,12,34,0,5,1,0,INT,false,0,0,0,0
Iowa,Big Ten,Penn State,Big Ten,401282758,4012827583,3,true,1,92,8,12,34,1,84,16,11,8,1,26,4,-8,FG,true,0,0,3,0
Penn State,Big Ten,Iowa,Big Ten,401282758,4012827584,4,true,1,75,75,11,8,1,0,0,8,37,2,31,9,75,TD,false,0,3,7,3
Iowa,Big Ten,Penn State,Big Ten,401282758,4012827585,5,false,1,25,75,8,37,1,22,78,7,0,1,37,3,-3,PUNT,true,3,7,3,7
Penn State,Big Ten,Iowa,Big Ten,401282758,4012827586,6,false,1,71,71,7,0,1,43,43,5,33,1,27,6,28,INT,false,7,3,7,3
Iowa,Big Ten,Penn State,Big Ten,401282758,4012827587,7,false,1,20,80,5,33,1,24,76,4,44,0,49,2,4,INT,true,3,7,3,7
